company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Ron Finemore Transport,https://www.linkedin.com/company/ron-finemore-transport,https://www.linkedin.com/company/2477636,ronfinemoretransport.com.au,"Ron Finemore Transport is a regional transport specialist providing road transport solutions to our customers with first class levels of safety, reliability and cost-effectiveness. Ron Finemore Transport was established by Ron Finemore AO in 2004 and is 100% family owned. At Ron Finemore Transport we operate a well-maintained and highly efficient fleet of vehicles across the Eastern seaboard with facilities in Wodonga, Victoria, Orange and Wagga Wagga, New South Wales and Eagle Farm, Queensland.Our services fall under three key service categories:     Food, produce (either ambient or temperature controlled) and manufactured      goods.     Bulk liquids.      Grain and feed.At Ron Finemore Transport we are committed to improving road safety throughout Australia and invest heavily in a safety culture across the entire organisation where we are committed to providing a safe and healthy work environment for all our people. We service a large ‘blue chip’ customer base which includes major oil companies, supermarkets, independent fuel distributors, food manufacturers, industrial producers and FMCG retailers.",2004,169,"Wodonga, Victoria, Australia",,,Wodonga,,,186 Sangsters Road,3690,61260249900,transportation/trucking/railroad,,,,"Linehaul Road Transport,Bulk Liquids Freight,General & Temperature-Controlled Freight,Bulk Agricultural Commodities Freight,High Productivity B-Double Equipment,Low Carbon Emissions,Best Practice Safety Compliance,Proven Reliability,Supply Chain,Freight Transport,Heavy Haulage,Grain and Feed",51-200,https://www.facebook.com/ronfinemoretransport,"supply chain, freight transport, general, heavy haulage, linehaul road transport, bulk liquids freight, temperaturecontrolled freight, bulk agricultural commodities freight, high productivity bdouble equipment, low carbon emissions, best practice safety compliance, proven reliability, grain & feed",,,,,,,
Victoria International Container Terminal,https://www.linkedin.com/company/victoria-international-container-terminal,https://www.linkedin.com/company/9422763,vict.com.au,"BackgroundAfter winning the international bid, Victoria International Container Terminal Limited (VICT) signed on 2 May 2014 an agreement with the Port of Melbourne Corporation for the design, construction, commissioning, operation, maintenance and financing of the Port of Melbourne’s new international container terminal and empty container park at Webb Dock.The agreement will deliver a global standard in modern container terminal design, innovation and operations, and will become the flagship facility in Australia’s premier port. VICT is 100 percent owned by International Container Terminal Services, Inc. (ICTSI).  The project marks ICTSI’s first entry into Australia. The contract grants VICT the rights to design, build and operate the new terminal at Webb Dock and design, build and operate the new, on-port Empty Container Park at Webb Dock East.  The lease concession extends to 2040. VICT’s development for Webb Dock Container Terminal utilises the best-proven technologies and innovations to deliver fully-automated operations from the gate to the quayside.LocationVICT is located in the Port of Melbourne, the capital of the State of Victoria, which is Australia's second most populated state.  The Port is the largest container and general cargo port in Australia with a capacity of 2.5 million TEUs.",2014,86,"Port Melbourne, Victoria, Australia",,,Port Melbourne,,,"78 webb dock drive, po box 5032 garden city, port melbourne, victoria 3207, au",3207,385479700,maritime transportation,maritime,,,Container Terminal Operations,51-200,,container terminal operations,,"reCAPTCHA, Ubuntu, Outlook, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Google Font API, Google Analytics, Apache",,,,,
Capital Transport,https://www.linkedin.com/company/capital-transport,https://www.linkedin.com/company/6029539,capitaltransport.com.au,"Capital Transport is your trusted national, full-service, transport and logistics partner. We proudly provide innovative, flexible transport solutions including express couriers, taxi trucks and warehousing facilities with a strong technology offering to Australia’s premier companies. Since its establishment in 1990, Capital Transport Group has continued to grow and expand successfully with offices in Melbourne, Sydney, Brisbane, Perth and Adelaide and a dynamic fleet of over 1700 vehicles across Australia!Capital Transport is committed to providing its customers with innovative solutions and continuous improvement. We achieve this through significant investments in software development and business improvement processes that add value to our clients businesses.Our knowledgeable sales professionals take the time to understand our customers businesses so that we can provide transport solutions that solve problems, increase efficiency and reduce costs through process improvement.",1990,446,"Clayton, Victoria, Australia",,,Clayton North,,,,,61131480,freight and package transportation,,,,"National Organisation,Large Fleet with a Wide Variety of Vehicles,Permanent Placement Vehicle Options,Cost-effective and Efficient,Locally-based Customer Service,Helpful Account Management Teams,Real-time Delivery Track and Trace,Instant Delivery Notification,courier service,same-day service",201-500,,,,,,,,,
Scott\'s Refrigerated Logistics,https://www.linkedin.com/company/scott-s-refrigerated-logistics,https://www.linkedin.com/company/68031383,scottsrl.com.au,"With more than 60 years’ combined experience, Scotts Refrigerated Logistics are leaders in refrigerated logistics, providing temperature controlled delivery and warehousing services to clients across Australia. Scott's Refrigerated Logistics (ScottsRL) is the transformation of Scott’s, Rand, Harris, and JAT into one single business. Our commitment to total transport & supply chain solutions gives you access to Australia’s only truly national temperature controlled supply chain network. We offer a wide range of essential and reliable services including: •	Cold Storage – Frozen, Chilled & Ambient Storage - ScottsRL is HACCP accredited, maintaining Certificates of Currency with Australian Quarantine and Inspection Service.•	Refrigerated Transport – over 500 Prime Movers and 1000 trailer sets - ScottsRL is NHVAS accredited in Mass, Maintenance and Basic Fatigue Management.•	Multi Modal Distribution – Road and Rail nationally•	B2B/3PL•	Solutions•	International and Regional Freight forwarding With world-class temperature controlled warehousing facilities located in all of Australia’s state capitals, and depots in many regional centres, we’ve got Australia covered. Our customers are at the forefront of everything we do, ScottsRL ensures that goods are delivered on time and in temperature. Our customer-focused culture ensures that integrity and customer service are the cornerstone of our success.Our customers include:•	Major grocery retailers•	Foodservice distributors•	Industrial manufacturers•	Independent supermarkets•	ExportersScottsRL is determined to lead the industry through embracing new technologies and having a continued focus on staff development to underpin our position as market leaders and the refrigerated logistic provider of choice across Australia.",,257,"Newington, New South Wales, Australia",,,Sydney,,,,,,"transportation, logistics, supply chain and storage",,,,"Refrigerated Logistics,Warehousing,Cold Storage,Transportation,Distribution,Transport and Logistics,Trucking and Railroad",201-500,,,,,,,,,
Arrow Transport Logistics & Quarantine Services,https://www.linkedin.com/company/arrow-transport-logistics-&-quarantine-services,https://www.linkedin.com/company/3276624,arrowtransport.com.au,"Arrow is a leading Australian Port Cartage and Warehousing business, privately owned and operated since 2011. Our mission at Arrow is to provide exceptional transport and logistics service to our clients in Melbourne, Sydney, Brisbane, and Perth, Australia by strategically positioning our depots near the three major Stevedores and numerous main empty container depots across the country.✅ Over 120 prime movers operate across the state.✅ More than 300 trailer combinations to accommodate diverse cargo needs.✅ A reliable accredited sub-contractor fleet.✅ 24-hour access to all our sites for seamless operations Mass Management to ensure safety and efficiency✅ Proximity to ports, enabling us to operate High Productivity Freight Vehicles (HPFVs) from all our depots nationwide.Arrow has quickly established itself and continues to distinguish itself from other transport operators in the market through extremely high levels of logistics service in Melbourne, Sydney, Brisbane, Perth, Australia, communication, and a positive can-do approach.",2011,101,"Altona North, Victoria, Australia",,,Altona North,,,"96 toll dr, altona north vic 3025, australia",3025,6.11E+11,transportation/trucking/railroad,,,,"Wharf Cartage,Container Transport,Customs Bonded,Warehousing & Logistics,Heavy Haulage,Rural Tailgates,Port Logistics,Cotract Logistics,3PL,DAWR,Fumigation",51-200,,"logistics, 3pl, warehousing, container transport, fumigation, port logistics, wharf cartage, heavy haulage, customs bonded, rural tailgates, cotract logistics, dawr",,"reCAPTCHA, WordPress.org, Vimeo, Outlook, Nginx, Mobile Friendly, MailChimp SPF, Google Tag Manager, Google Maps, Google Font API, GoDaddy Hosting, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Amazon SES, Amazon AWS",,,,,
A2B Australia Limited,https://www.linkedin.com/company/a2b-australia-limited,https://www.linkedin.com/company/1399388,a2baustralia.com,"A2B is an Australian ASX listed Company with a leading position in personal transport. A2B’s dispatch technology is deployed globally and our expertise in payments is embraced by retailers and the Taxi industry throughout Australia. A2B is home to brands including 13cabs, Cabcharge, EFT Solutions, and Mobile Technologies International. In support of Professional Drivers and their Passengers we provide class leading and cutting edge technology to 96% of Australia’s 22,000 Taxis as well as to Taxis in 50 cities throughout North America, Europe and New Zealand. Our 13cabs Taxi network is the largest in Australia directly supporting 10,000 vehicles and 40,000 Drivers. We believe in the importance of accessible, dependable and equitable transport in the community and are building the team, technology and brands to support its delivery.",,201,"Surry Hills, New South Wales, Australia",,,Sydney,,,,,,truck transportation,"transportation, logistics, supply chain and storage",,,"Payments,Technology,Transport,Customer Service,Key Accounts",201-500,,,,,,,,,
AMS Group,https://www.linkedin.com/company/australian-maritime-systems,https://www.linkedin.com/company/6586682,ams.group,"AMS Group safeguard and secure Australia's critical infrastructure and provide mission critical services and solutions.Maritime & Aviation Survival Solutions (MASS), Poseidon Sea Pilots (PSP), Access Datacom (ADC), and Maritime & Infrastructure Technology Solutions (MAITS) are proud AMS Group companies. Together they maintain, safeguard, and secure Australia’s (and Asia-Pacific’s) critical infrastructure and provide mission critical services and solutions in the technology, infrastructure, security, marine pilotage, marine operations, and search and rescue domains.",,180,"Eagle Farm, Queensland, Australia",,,Brisbane,,,,,,maritime transportation,,,,"Technology,Security,Pilotage,Maintenance,Maritime,Aviation,Search and Rescue,Infrastructure,Infrastructure,Services",51-200,,,,,,,,,
SeaRoad,https://www.linkedin.com/company/searoad,https://www.linkedin.com/company/1471208,searoad.net,"We are an Australian family-owned business that is immensely proud of its local heritage. Our origins date back to the late 1890s, when William Holyman and Sons established their Bass Strait shipping service.  Now owned by the family of former Holymans’ employee, Chas Kelly, in partnership with the Morris family, we are known today as SeaRoad—Tasmania’s trusted shipping and transport logistics partner. In partnering with SeaRoad to move goods between Tasmania and mainland Australia, our customers are choosing a responsive, integrated and service-driven shipping and transport logistics provider that delivers to their timeframes—safely, and with certainty. SeaRoad integrates blue water, road transport and container hire services seamlessly.  We are a diverse but close-knit team, with a workforce of almost 400 skilled and highly talented professionals operating out of five strategic locations across Tasmania and Melbourne. Like the vessels and vehicles that so proudly carry our name, we never stop moving forward.",2007,161,"Port Melbourne, Victoria, Australia",,,Port Melbourne,,,"80-82 Wright Street, East Devonport, Other, AT, 7310",7310,6.10E+11,"transportation, logistics, supply chain and storage",transportation/trucking/railroad,,,"Bass Strait Shipping,General Freight Forwarding LCL & FCL,Tasmanian Local Cartage,Tasmanian Warehousing & Distribution,Hobart & Devonport Bond Stores,AQIS Approved Wash Bay",51-200,,"distribution, fcl, hobart, bass strait shipping, general freight forwarding lcl, tasmanian local cartage, tasmanian warehousing, devonport bond stores, aqis approved wash bay",,"Campaign Monitor, WordPress.org, StatCounter, Sendgrid, Outlook, OpenSSL, Mobile Friendly, Mimecast, Google Tag Manager, Google Font API, Google Analytics, Cloudflare DNS, CloudFlare Hosting, CloudFlare, Apache",,,,,
TIC Group,https://www.linkedin.com/company/tic-group,https://www.linkedin.com/company/71412,ticgroupglobal.com,"TIC Group has been providing inventory and supply chain solutions to retailers and suppliers for over 29 years.We began by transforming the way retailers and manufacturers use garment hangers and now offer a range of solutions for both retail accessories and returned merchandise.The common theme across our range of services is Building Smarter Retail, working innovatively with retailers and suppliers to reduce costs, address problems and improve their Customer Experience. We do this with leading players from Australasia and Europe.As a global leader setting new standards for best practice in supply chain and back-of-store efficiency, we deploy a mix of licensed technology and propriety IT solutions.TIC's engagements range from one-off projects to retrieve or salvage unwanted orders, through to ongoing outsourcing services involving international supply chain partners. Our most integrated customers have us collect everything that isn't leaving the store via the cash register and retrieve it for centralised processing and analysis.",1989,301,"Altona North, Victoria, Australia",,,Altona North,,,"214 blackshaws road, altona north, victoria, australia",3025,61393933737,"transportation, logistics, supply chain and storage",logistics and supply chain,,,"Reusable apparel hangers,Reverse logistics,Asset recovery,Returns management,Recall management,In-country returns,Online retail services,Fault handling,Garment Hanger Re-Use,Mattress Recycling",201-500,,"asset recovery, returns management, reverse logistics, recall management, mattress recycling, reusable apparel hangers, incountry returns, online retail services, fault handling, garment hanger reuse",150000000,"reCAPTCHA, Mailchimp Mandrill, Shutterstock, Ruby On Rails, Phusion Passenger, Outlook, Nginx, NetSuite, Mobile Friendly, Microsoft Office 365, Google Maps, Google Analytics, Dyn Managed DNS, Atlassian Cloud",,,,,
Nationwide Group,https://www.linkedin.com/company/nationwide-group-aus,https://www.linkedin.com/company/1282317,nationwide-group.com.au,"Nationwide Group comprises Nationwide Towing & Transport, Eastern Van Services and Nationwide Roadside Services and was established in 1987. In May 2020, the Royal Auto Club of Victoria acquired 100% of the Nationwide Group.As an award-winning and certified industry leader, Nationwide has grown to be the largest provider of emergency roadside assistance and specialist transport and towing services in Australia. Over the last 30 years, Nationwide has consolidated a fragmented industry to create a truly national provider with high levels of service, governance and professionalism.Our credibility and professionalism is reflected by the calibre of our customers which include Australian Automobile Clubs, insurers, statutory corporations, roads authorities, Police and regulatory bodies, councils, leading corporates and the general public. With highly specialised fleet, equipment, people and certifications in Health, Safety, Quality and Environment, Nationwide is unrivalled in the market. Our team of over 700 people operates a specialised fleet of over 500 service vans and trucks across VIC, QLD, WA and NSW. Annually our team completes 350,000+ roadside assistance jobs and 450,000+ vehicle and plant and equipment movements, and the numbers are growing rapidly.As an innovator and leader in the industry, Nationwide has built its reputation around service excellence and compliance, based on systems and processes in areas of quality, safety and advanced technology. Much of Nationwide’s success can be attributed to its investment in its people and a clear strategy, vision, mission and values. Our people have driven our achievements and growth, making Nationwide “a great place to work” and consecutive Employer of Choice 2020 and 2021.  Nationwide has an ambitious agenda for growth, leveraging its excellent brand and assets. And with the support and backing of the RACV, the Nationwide Group has a bright future and strong growth agenda.",1987,171,"Noble Park North, Victoria, Australia",,,Noble Park North,,,,,61755323088,truck transportation,,,,"Transport,Emergency services,Roadside assist,Logistics",51-200,"https://twitter.com/134tow, https://facebook.com/pages/Statewide-Towing-Service/348248041870957",,,,,,,,
Spirit of Tasmania,https://www.linkedin.com/company/spirit-of-tasmania,https://www.linkedin.com/company/1181435,spiritoftasmania.com.au,"Spirit of Tasmania is one of Australia’s most iconic travel experiences, operating sailings across Bass Strait between Geelong and Devonport on Tasmania’s north coast.Our HistoryOn 1 July 1985, TT-Line began operating passenger and vehicle transport across Bass Strait on the German-built Abel Tasman. This ship maintained regular and reliable service until 1993, when she was replaced by the much larger “original” Spirit of Tasmania.In 1997, things kicked up a notch with the introduction of the Devil Cat, a Tasmanian-built catamaran that took just six hours to travel from George Town in Tasmania’s north to Station Pier in Port Melbourne. The vessel operated during the peak season in conjunction with the original Spirit of Tasmania until 2002.In March 2002, TT-Line purchased two vessels from Superfast Ferries, a Greece-based operator servicing the Adriatic Sea. The ships, built in Turku, Finland, sailed between Italy and Greece as Superfast III & IV. In May, they travelled to the Neorion shipyard on the island of Syros for painting and general overhaul and were renamed Spirit of Tasmania I & II.The ships then made the mighty journey to Hobart, where they were refitted for their new service between Devonport and Melbourne, replacing the original Spirit of Tasmania.On 1 September, 2002 they set sail on their dual maiden voyages across Bass Strait.In 2015, the vessels underwent a major refurbishment, sporting fresh, modern interiors and stylish new facilities. In late 2017 it was announced that TT-Line will be replacing the current fleet with two custom built ships and a letter of intent signed with Flensburger Schiffbau-Gesellschaft GmbH & Co KG (FSG).",,150,"North Geelong, Victoria, Australia","Miandetta, Tasmania, Australia",,North Geelong,,,,,,maritime transportation,travel arrangements,,,"Ferry,Tourism,Tasmania,Shipping",51-200,,,,,,,,,
Fastway Couriers,https://www.linkedin.com/company/fastway-couriers,https://www.linkedin.com/company/46346,fastway.com.au,"At Fastway, our approach to courier services is unique. Our Courier Franchisees are owner-operators and offer a cost effective, reliable courier service, backed up by the latest computer technology and internet parcel track and trace facilities, making Fastway Couriers the ideal choice for businesses, large or small.  We believe in making the process of using a courier service easy, comfortable and convenient for our customers – we can deliver on that promise thanks to the dedication of our franchise partners and their ongoing commitment to provide an unrivalled level of care for the 40 million parcels we move each and every year.  With more than 1,200 franchise partners across Australia, New Zealand, Ireland, Northern Ireland, and South Africa, our commitment to delight our customers at every point in their parcel’s journey is what sets us apart from our competitors.",,803,"Millers Point, New South Wales, Australia",,,NSE,,,,,,freight and package transportation,,,,"Freight,Transport,Courier",501-1000,,,,,,,,,
Allied Moving Services,https://www.linkedin.com/company/allied-moving-services,https://www.linkedin.com/company/29765,allied.com,"Allied is an experienced leader in local and international corporate relocation, removals and specialised transportation services. It is one of the best removal companies in the world, with a 96% satisfaction rate. As a full-service removalist, Allied handles everything from packing, loading, transporting, and unpacking. Allied has deep experience delivering customized corporate relocation services, including individual talent and office moves. Allied Corporate Relocation Services is the only moving partner that offers single-source, managed, end-to-end service—including storage solutions—to satisfy global workplace mobility needs. Our services can be delivered to you: anywhere in the world—by one company—via a single point of control—and under one contract. Our resources, as well as our dedication & commitment, span the globe. Learn more about Allied: https://www.allied.comLearn more about Corporate Relocation Services: https://www.allied.com/corporate-relocation-services",1666,451,"Dandenong, Victoria, Australia",,,Melbourne,,,,,,truck transportation,,,,"Relocation,Removals",201-500,,,,,,,,,
Wabtec Control Systems,https://www.linkedin.com/company/wabteccontrolsystems,https://www.linkedin.com/company/2175484,wabtec.com,"Wabtec Control Systems (WCS) is a leading provider of industrial electrical and communications solutions, specialising in rail.WCS has developed an excellent reputation for delivering high quality project outcomes, even in the most challenging environments. From large scale design and construct infrastructure projects, through to ongoing preventative maintenance programs. WCS has the capability to provide customers with a turnkey solution for their electrical and communications needs.WCS core capability is the provision of turnkey electrical and communications engineering solutions, including the design, installation, service and maintenance of:•	Rail signalling and communications systems for freight, passenger and heavy haul infrastructure•	Electrical cabling and instrumentation for power generation plants•	Electrical reticulation systems, instrumentation and automation, high voltage transformers and distribution systems for industrial applications•	Large-scale, back up power systems and generators for ‘mission critical’ infrastructure•	High voltage cabling and process control systems for industrial plants•	Voice and data infrastructure•	General industrial electrical systems•	Integration of specialist skills in mechanical, civil and other engineering",2015,115,"Herdsman, Western Australia, Australia",,,Osborne Park,,,,,14128251000,transportation/trucking/railroad,,,,"Rail,Rail Engineering ,Rail signalling and communications ,Electrical reticulation systems,Rail installation",51-200,,,,,,,,,
Vawdrey Australia,https://www.linkedin.com/company/vawdrey-australia,https://www.linkedin.com/company/53210319,vawdrey.com.au,"Vawdrey Australia is the nation’s leading manufacturer of quality semi trailers and associated transport equipment.Proudly designed and manufactured in Australia at our Dandenong facility in Melbourne’s south eastern logistics hub, we build equipment that is custom made for the unique conditions found in the Australian operating environment.We pride ourselves on delivering trailers and truck bodies that meet the highest standards of design and finish, that deliver unmatched levels of productivity and safety, backed up by nation-wide service and support across the country.Ranging from the largest fleets to single vehicle owner operators, Vawdrey take pride in working closely with our valued clients and understanding individual business needs.",1974,112,"Dandenong, Victoria, Australia",,,Dandenong South,,,,,61397973700,truck transportation,transportation/trucking/railroad,,,"Titeliner,Iceliners,Dry Freight Vans,Skeletal,Flat Tops/Drop Decks,PBS Approved,Wingliner,Latchliner,Panel Beating,Trailer Service & Repairs,Trailer Designing,Trailer Manufacturing,Road Transport Equipment,Semi-Trailers",51-200,,"repairs, semitrailers, panel beating, trailer service, trailer manufacturing, drop decks, flat tops, road transport equipment, skeletal, titeliner, iceliners, dry freight vans, pbs approved, wingliner, latchliner, trailer designing",74600000,,,,,,
Wettenhalls,https://www.linkedin.com/company/wettenhalls-group,https://www.linkedin.com/company/1881964,wettenhalls.com.au,"Founded as Amezdroz & Menzies in Colac, Wettenhalls has been providing responsive, safe and innovative transportation solutions across the eastern and southern regions of Australia for over 90 years. Our fleet, which services key markets including food and dairy, wharf services, interstate and construction, consists of approximately 120 prime movers, 10 rigids, and over 250 trailers.Our team of over 200 skilled and dedicated employees and subcontractors work across 15 sites. Our culture is based on achieving excellence in health and safety, outstanding customer service and respect for the communities in which we operate.",1925,96,"Corio, Victoria, Australia",,,Geelong,,,"36/64 walpole parade, norlane, victoria, australia, 3214",3214,6.10E+11,transportation/trucking/railroad,,,,"Transportation,Dairy,Construction,Wharf Services,Food & Beverage",51-200,https://www.facebook.com/wettenhalls,"construction, transportation, food, beverage, dairy, wharf services",7000000,"WordPress.org, Typekit, Outlook, Mobile Friendly, Mimecast, Microsoft Office 365, MailChimp SPF, Google Maps, Google Font API",,,,,
Aramex Australia,https://www.linkedin.com/company/aramex-australia,https://www.linkedin.com/company/69375575,aramex.com.au,"Aramex is a multinational logistics, courier, freight and package delivery company operating in 70 countries. With global headquarters in Dubai, Aramex is a publicly listed company on the NASDAQ stock exchange. With 28 Regional Franchises and more than 800 Courier Franchisees, the Aramex Australia network reaches far and wide. More than 25,000 Aussie businesses trust Aramex to deliver.Our network spans from Cairns to Sydney to Perth and almost everywhere in between. We offer competitive prices and reliable, scheduled courier services. Our delivery systems are backed up by the latest technology and real-time track and trace facilities, making Aramex Australia the delivery partner of choice for Aussie businesses of all sizes. With easy integrations to leading e-commerce sites, our online delivery portal makes sending easy.Aramex Australia pioneered Blu Couriers, the largest crowdsourced delivery model in Australia. Parcel Connect is another of our innovative brands, offering flexibility and convenience to customers through a network of more than 800 agents. We offer customers the option to collect their parcels when it suits them, from locations including newsagents and convenience stores.",1983,171,"Millers Point, New South Wales, Australia",,,Sydney CBD,,,,,,freight and package transportation,,,,,51-200,https://www.facebook.com/AramexAU,,,,,,,,
Corporate Air,https://www.linkedin.com/company/corporate-air,https://www.linkedin.com/company/1389420,corporate-air.com.au,"Established in 1972, Corporate Air is one of the largest and longest established aviation service providers based in eastern and southern Australia and provides ad-hoc and contract aircraft charter and FBO ground handling services. The Company offers the confidence and surety that comes with over 48 years’ experience and an impeccable reputation within the aviation industry and is widely recognised for the delivery of safe, sustainable and high-quality services underpinned by industry leading operational standards. The Company, in line with Civil Aviation Safety Authority Regulations, holds an ‘Airline’ Air Operator’s Certificate (Domestic and International). Corporate Air is proud to be an Australian owned and operated business.",1972,185,"Majura, Australian Capital Territory, Australia",,,Canberra,,,"1 Dairy Rd, Canberra, ACT 2609, AU",2609,61026249704,airlines and aviation,airlines/aviation,,,"Airline,Aviation,Air Charter",51-200,https://facebook.com/corporateair,"aviation, airline, air charter",24858000,,,,,,
McDermott Aviation,https://www.linkedin.com/company/mcdermott-aviation,https://www.linkedin.com/company/13754333,mcdermottaviation.com,"McDermott Aviation stands as Australia’s largest privately owned heli-aviation company. With a robust global presence spanning Australia, Greece, and the USA, McDermott Aviation is renowned for delivering unparalleled service in aerial firefighting, charter, emergency assistance, and helicopter lifting services. Our commitment to excellence, and superior service sets us apart in the industry, ensuring safety, reliability, and outstanding performance in every mission we undertake.",,98,"Twin Waters, Queensland, Australia","Cooroy Mountain, Queensland, Australia",,Cooroy,,,,,,airlines and aviation,,,,"Helicopter Lifting Services,Aerial Fire Fighting,Disaster Assistance,Search and Rescue,Aerial Application ,Cyclone Relief,Emergency Assistance,Aerial Lifting Services",51-200,,,,,,,,,
Bluestar Global Logistics (BGL),https://www.linkedin.com/company/bluestar-global-logisitcs,https://www.linkedin.com/company/854658,bluestarglobal.com.au,"Bluestar Global Logistics (BGL) was formed in 1987 and is proud to be an Australian privately owned Logistics and Supply Chain Business. Bluestar Global Logistics is a business built on a foundation of trust, goodwill and integrity. Providing Logistics services both domestically and internationally across Warehousing, Distribution and Global Services, which include National Transport Services (linehaul, parcel, pallet, break bulk, road and rail), Contract Logistics (wharf cartage, container handling, warehousing, pick & pack, repackaging, cross docking) and Transportation,  International Services (air freight, sea freight, import, export,  in-house customs clearance,  and online track & trace) and Business Solutions.  Operations in Melbourne, Sydney, Brisbane, Adelaide & Perth with agencies throughout Australia and Internationally.",,100,,,,Somerton (MELBOURNE),,,,,,"transportation, logistics, supply chain and storage",,,,"International Freight Forwarding / Customs Clearance,National Distribution Services,Agricultural Exports,Warehousing and Distribution / 3PL,Business Solutions,Storage Solutions,Cold Storage and Distribution",51-200,,,,,,,,,sales@bluestarglobal.com.au
Northeast Auto Group,https://www.linkedin.com/company/northeastauto,https://www.linkedin.com/company/18835730,northeastauto.com.au,"Essentially one of South Australia's largest truck dealerships, our Burton facility offers customers a 'One Stop Truck Shop'​ facility for all new and used sales, service, parts, truck body build, paint and panel, and bus and caravanrepair. There is nothing that cannot be done 'on-site'​. We offer our customers the convenience of a 'One Stop Truck Shop'​ all at the one location.North East Isuzu at a glance:We are a locally owned business, and have achieved Isuzu Excellence Dealer level every year for the last 8 years in a row.Our awards are based on recognition for excellence in sales, service and Customer Satisfaction.North East Isuzu actively supports our local community, charities and sporting clubs.We enhance your buying experience by providing expert after sales service and support. Knowing your truck is being treated with the care and professionalism you would expect in our large and modern workshop service area.Our team are dedicated to providing you with the best of care at all times, so whether you are buying, selling or leasing come and experience the difference at North East Isuzu.Our Vision: Unquestionably number one in Truck and EngineOur Mission: Trusted partner leading in whole of life solutions for our customersOur promise to deliver a premium product to the Australian market has been proudly and consistently upheld. The measure of our commitment is reflected in the number of trucks on the road that bear our marque, and the number of successful companies relying on Isuzu trucks every day. When we talk about reliability, we're not just talking about trucks, but also about people and indeed our entire philosophy. In addition to our in-house Customer Care Centre, customers also have access to an extensive range of service and support programmes designed to ensure that Isuzu truck ownership is a positive and rewarding experience for all concerned.(08) 8280 98991222-1238 Port Wakefield Road, Burton, SA 5110Sales | Parts | Service | New & Used | Ready-to-go Stock | Engineering | Paint & Panel",,93,"Bolivar, South Australia, Australia",,,Adelaide,,,,,,truck transportation,,,,,51-200,,,,,,,,,
XL Express,https://www.linkedin.com/company/xl-express,https://www.linkedin.com/company/1073473,xlexpress.com.au,"XL Express has operated for 30 years, providing the most comprehensive independent logistics network in Australia. We’re a business that’s built on the challenger model. We’re here to disrupt the status quo and think harder and act smarter for our clients and their businesses. We thrive on building partnerships and engaging in conversations that elevate logistics to playing a critical role in our clients’ business performance. We show our clients how we can add value, and strategically help them build stronger businesses. We demonstrate how we can make their operations more efficient and ultimately more competitive in their own markets. It’s all about partnering in our clients’ success and that’s something we’ve been proudly doing for over 30 years. Adding value year after year and as we serve our clients’ logistics needs day to day.",1990,109,"Coopers Plains, Queensland, Australia",,,Archerfield,,,,,,"transportation, logistics, supply chain and storage",transportation/trucking/railroad,,,,51-200,"https://twitter.com/xlexpressaus, https://www.facebook.com/xlexpressaus/",,,,,,,,
Sea Swift,https://www.linkedin.com/company/sea-swift-australia,https://www.linkedin.com/company/69763554,seaswift.com.au,"Keeping remote Northern Australian communities connected through the provision of essential services.Sea Swift is the regional leader in the marine transport industry, delivering shipping services throughout northern Australia since 1987. Our fleet of purpose-designed vessels deliver vital supplies to remote island and coastal communities and mine sites across North Queensland and the Northern Territory, and our team of highly-experienced logistics and marine experts excel at getting the job done – safely and reliably.Our services include:• General cargo• Project and Charter• Mothershipping• Defence• Fuel• Engineering• Adventure cruises.Sea Swift operates in one of the most environmentally sensitive areas in the world, the Great Barrier Reef Marine Park. Doing this for more than 35 years, we have built an enormous bank of local knowledge and safe, operational practices.As one of the largest employers in the region with more than 400 staff, we are ideally positioned to support, assist and deliver to all customers in the region, from individuals to large national and international corporations, and in doing so provide a fully integrated ‘depot to door’ service that incorporates the all important ‘last mile’ access to our customers wherever they are located across the remote north.Sea Swift – keeping Northern Australia connected.",1987,102,"Mooroobool, Queensland, Australia",,,Cairns,,,,,6.12E+11,maritime transportation,,,,,51-200,https://www.facebook.com/seaswiftaustralia/,,,,,,,,
