company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Contract Resources Pty Ltd,https://www.linkedin.com/company/contract-resources-pty-ltd,https://www.linkedin.com/company/861746,contractresources.com,"Contract Resources have been providing specialised industrial services for over 30 years to the heavy process industries in Australia, New Zealand and the Middle East. Our multi-skilled technicians are experienced in the delivery of critical path activities and daily maintenance, and work to service a range of operations including single asset producers and global companies requiring the timely execution of major shutdown events.SafetyContract Resources specialises in hazardous environments with a central focus on health, safety and the environment at the core of our business culture. Technicians are supported to work safely through continual training, supervision, safety communications and collaborations. Team members carry the Contract Resources’ 8 Safety Commitments card to confirm their focus on safe work practices throughout the workday. Customers can be confident about the health and safety of our people due to our ongoing health monitoring program and robust hazard/incident management process.Environmentally SustainableEnvironmental sustainability is a priority for Contract Resources and an integral part of our risk-based planning and decision making processes. Our focus on preventing environmental harm is asserted in our Environmental Policy. Environmental hazards are addressed during project planning and risk assessments with controls implemented as part of project management protocols.Total Solution Delivery ModelContract Resources offer a total solution delivery model that provides management for the duration of the project from pre commencement planning to project closeout.Services include- Catalyst Handling- Maintenance and Shutdown Services- Tank Maintenance Services - Hydro Jetting and Cold Cutting- Specialised Pipe and Tube Cleaning Services- Gap Ridge Processing Facility- Decontamination and Chemical Cleaning- Offshore Services- Specialised Mechanical Services- Rope Rescue and Access Services - Heat Exchanger Services",,702,"Hammond Park, Western Australia, Australia",,,Perth,,,,,,oil and gas,,,,"Reactor & Catalyst Handling,Environmental & Waste,Plant Decontamination,Offshore,Hydro Jetting & Cold Cutting,Heat Exchanger & Mechanical,Tank Maintenance,Chemical Cleaning,Shutdown & Turnaround,Specialised Pipe & Tube Cleaning,Protective Coatings,Oil & Gas,Petrochemical,Vacuum Truck & Hydroblasting,Bundle Pulling",501-1000,,,,,,,,,info@contractresources.com
Smart Energy,https://www.linkedin.com/company/smart-energy-group-pty-ltd,https://www.linkedin.com/company/17989313,smartenergy.co,"Smart Energy was founded to help Australia realise its full solar potential through harnessing our lucky country’s abundance of sun. As a vertically integrated solar technology company, our mission is to save the planet, one roof at a time. We’re reducing the energy costs of Australian households and businesses while improving the nation's green credentials.In 2016 long-time friends Elliot Hayes and Beau Savage co-founded the company after having worked in Solar since finishing school. In this short time, Smart Energy has grown to more than 200 staff with offices in Byron Bay, Newcastle, Sydney, Hobart, Adelaide, Wollongong, Melbourne, and Brisbane. We are now one of Australia’s market leaders in solar and currently average more than 100 installations a week.How we workQuality and customer satisfaction is at the core of what we do. That’s why we only use Clean Energy Council accredited Installers and Tier 1 products. We are committed to providing an environmentally friendly, affordable and enduring alternative to the polluting and increasingly expensive electricity generators & retailers.",,313,"Talofa, New South Wales, Australia",,,Byron Bay,,,,,,solar electric power generation,,,,"Residential Solar,Energy Retail,Commercial Solar",201-500,,,,,,,,,
Valmec,https://www.linkedin.com/company/valmec,https://www.linkedin.com/company/3547100,valmec.com.au,"Valmec is a leading Australian energy, resources, and infrastructure service group, providing construction, commissioning, and maintenance services from conception to decommission, across the full asset lifecycle. At Valmec, our vision is to be the most trusted specialist services group in the delivery of projects, operations, and maintenance services. Our guiding principle is clear – increase asset life and lower the total cost of ownership for clients by providing quality results that are delivered safely. Valmec is part of the Altrad Group – a global leader in the provision of industrial services, for the Oil & Gas, Energy, Resources, Infrastructure and Defence sectors.",2011,147,"Perth Airport, Western Australia, Australia",,,Kewdale,,,"17 ballantyne road, kewdale, western australia, australia",6105,+61 1300 825 632,oil and gas,oil and energy,,,"Civil and Structural Construction,Electrical and Instrumentation Installation,Mechanical and Piping Installation,Commissioning",51-200,,"commissioning, civil & structural construction, electrical & instrumentation installation, mechanical & piping installation",72900000,"reCAPTCHA, Outlook, Mobile Friendly, Microsoft Office 365, Google Maps, Google Analytics, DigitalOcean, Bootstrap Framework, Apache",,,,,
Sun Engineering,https://www.linkedin.com/company/sun-engineering-qld-pty-ltd,https://www.linkedin.com/company/553348,suneng.com.au,"Sun Engineering was established in 1975. We initially serviced the power generation and mining industries in Queensland.Since that time Sun has developed into a large fabrication and construction company, now servicing the mining, power generation, petrochemical, processing, infrastructure and commercial development sectors.Sun Engineering has built a quality reputation which is supported by dedicated management teams and employees. The team has an ultimate commitment to Safety whilst delivering a quality project in the scheduled time.Projects succeed thanks to the management systems and procedures supported by Sun Engineering’s own large capacity, fabrication, painting and construction facilities.Sun Engineering now operates successfully in Australia, Papua New Guinea, China and the Middle East.",1974,279,"Springfield Lakes, Queensland, Australia",,,Brisbane,,,,,+61 7 3271 2988,oil and gas,,,,"Steel Fabrication,Construction,Mechanical Installation,Mining Infrastructure,Electrical & Instrumentation,Piping,Heavy Engineering,Resources,Power",201-500,"https://twitter.com/sunengqld, https://facebook.com/sunengineeringofficial",,23144000,,,,,,
Cape Australia,https://www.linkedin.com/company/cape-plc-australia,https://www.linkedin.com/company/1683364,capeplc.com,"Cape Australia is a wholly owned subsidiary of Cape plc - an international leader in the provision of critical industrial services principally to the energy and natural resources sectors.  Our multidisciplinary service offering includes the traditional services of scaffolding, rope access, insulation, blasting, protective coatings and passive fire protection as well as specialist services such as refractory, asbestos management, and advanced industrial cleaning and vaccumation of heat exchangers, pipes, tanks and vessels using high pressure water and chemicals.",1893,166,"Perth, Western Australia, Australia",,,Perth,,,"level 17, london house, 216 st georges terrace, perth, wa 6000, au",6000,+61 8 9379 6800,oil and gas,oil and energy,,,"Scaffolding,Rope access,Insulation,Paint & blast,Refractory,Asbestos management,Industrial cleaning,Vacuumation,UHP cleaning,Chemical cleaning",51-200,,"paint, insulation, rope access, industrial cleaning, scaffolding, refractory, chemical cleaning, asbestos management, blast, uhp cleaning, vacuumation",0,,,,,,
IOR,https://www.linkedin.com/company/ior-fuelling-australia,https://www.linkedin.com/company/3604705,ior.com.au,"At IOR, we have delivered on the simple things that have kept our customers moving for 40 years. Coming up with new ideas to solve everyday problems, sharing our success and growth with the community, and keeping our promises.Since we commenced operations in 1984, we’ve grown with our customers, and we’ve been the fuelling force behind those industries critical to the lives of all Australians. Industries and businesses that put food on our plates, move goods from A to B, keep the lights on, and put a roof over our heads.The secret to our success is in our people who know the importance of listening to our customers, delivering value, and serving our communities. Together, we can do anything. We get it done. We make it happen. And no job is too big or too small.We’re proud to be the only 100% Australian-owned fuel supplier who has operations throughout the entire fuel value chain: a crude oil refinery, two import terminals, a growing bulk fuel delivery fleet, on-road and on-airport fuel networks, fuel infrastructure manufacturing, and proprietary fuel management technology.Core to our business is our on-road refuelling network, serving the needs of Australia’s transport industry. Our first location opened in Winton in 2005, and today we operate over 100 locations.Our 40-year history has been an incredible journey. And the journey is far from over.A hallmark of our success has been the emphasis placed on listening and collaborating with our customers and communities to deliver what they need to keep moving. Where our customers have a requirement for which a solution doesn’t yet exist, we have filled that gap. As industry’s energy needs evolve, we look forward to working hand in hand with our customers and growing together as we aim to serve more people, in more places by always offering better value energy solutions.No matter what the future holds, IOR will be Fuelling Australia and keeping our customers going and growing for another 40 years.",1984,305,"Norman Park, Queensland, Australia",,,Cannon Hill,,,"99 southgate ave, cannon hill, queensland, australia, 4170",4170,+61 1300 457 467,oil and gas,oil and energy,,,"Fuel Distribution,Equipment Rental,Fuel Transportation,Oil Refining",201-500,https://business.facebook.com/ior.fuellingaustralia/,"equipment rental, fuel distribution, oil refining, fuel transportation",0,"reCAPTCHA, Zendesk, YouTube, WordPress.org, WP Engine, Shutterstock, Outlook, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, MailChimp SPF, Gravity Forms, Google Tag Manager, Google Play, Google Maps, Google Font API, Google Cloud Hosting, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Cloudflare DNS, CloudFlare Hosting, Atlassian Cloud",,,,,
Diamond Key International Group,https://www.linkedin.com/company/diamond-key-international-pty-ltd-,https://www.linkedin.com/company/275970,diamondkey.com,"Diamond Key International (DKI) is a leader in providing IT and Engineering integrated #digital solutions, products and services to Downstream Oil, Gas, Chemical and Lubricants industry related to the storage, transfer and distribution of bulk fuels and gas.  We are Specialists in Terminal Automation Systems (Omega 5000), Scada, Process Control and Fire&Gas PLC and Modular Loading/Unloading/Blending/Additive Skids and Vapour Recovery Systems.DKI have installed sites in 25+ countries across Asia Pacific, Africa and Europe.Our Technical Services include #DigitalTwin and #BusinessIntelligence consultancy, engineering, project management, installation, maintenance and 24 x7 x 365 support services.Whether it involves providing a product or a completely integrated solution, our team can provide “Fit for Purpose” solutions that meets functionality, time and budget.",,110,"Rowville, Victoria, Australia",,,Melbourne ,,,,,,oil and gas,,,,"Terminal Automation,Loading Solutions,Main Automation Contractor,Oil & Gas,Custody Transfer Metering,Scada and PLC Control Systems,Digital Twin,FlexlincBC Preset Controller,Blending,Additisation,Bottom Loading Skids,Barge Loading Skids,Unloading Skids,Additive Skids",51-200,,,,,,,,,
Jord International,https://www.linkedin.com/company/jordinternational,https://www.linkedin.com/company/459792,jord.com.au,"Jord International is a solutions provider to the process industries.We design, manufacture, commission and service bespoke process plant and systems, supplied either as EPC turnkey plant, modular systems or as individual capital equipment. Examples include gas turbine and gas compression balance of plant, gas treatment and separation modules, air cooled heat exchangers, air cooled condensers, dewatering systems using pressure or vacuum filtration, rotary kilns and dryers, clean air systems, crystallisation and evaporation plants.We are a Sydney based company with globally based staff. Our annual revenues reach $200 million and our installed base of over $5 billion delivered over the past 48 years span 6 continents and over 100 countriesWe like to think creatively and make a difference. We enjoy grappling with the more complex technical issues. Hence our motto:  IDEAS ENGINEERED",1972,418,"St Leonards, New South Wales, Australia",,,Sydney,,,"level 1, 40 oxley st, st leonards, new south wales, australia, 2065",2065,+610284251500,oil and gas,oil and energy,,,"Air-cooled heat exchangers and Condensers,Evaporation & crystallisation Plants,Dewatering Systems,Kilns & Dryers,Clean Air Systems,GAC Plants,Hydrocarbon processing,boilers,HRSG,Turbine Exhaust Systems,Gas sweetening,Gas Dehydration,Fuel Gas Treatment,Gas-Liquid Separation,Gas Compression",201-500,,"gasliquid separation, boilers, dryers, dewatering systems, evaporation, hrsg, kilns, gas compression, hydrocarbon processing, gas dehydration, gas sweetening, clean air systems, aircooled heat exchangers & condensers, crystallisation plants, gac plants, turbine exhaust systems, fuel gas treatment",96990000,"reCAPTCHA, Zencoder, YouTube, WordPress.org, Outlook, OpenSSL, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Analytics, Bootstrap Framework, Apache",,,,,
Roc Oil Company Limited,https://www.linkedin.com/company/roc-oil-company-limited,https://www.linkedin.com/company/735441,rocoil.com.au,"Roc Oil Company Limited ('ROC') is one of Australia's leading independent upstream oil and gas companies, with a presence in China, South East Asia and Australia. The Company operates across the full range of upstream business activities - exploration, appraisal, development & production.Our vision is to deliver profitable implementation of smaller field developments, mature field re-developments and near term exploration projects in the focus regions of China, South East Asia and Australia. We aim to be recognised as a partner of choice.",1997,220,"Millers Point, New South Wales, Australia",,,Sydney,,,"20 hunter street, sydney, new south wales, au, 2000",2000,+61280232000,oil and gas,oil and energy,,,,201-500,http://angel.co/roc-oil,,141682000,"Route 53, Outlook, Mobile Friendly, Microsoft-IIS, Google Analytics, Atlassian Cloud, Amazon AWS, ASP.NET",,,,,
GR Production Services,https://www.linkedin.com/company/gr-production-services,https://www.linkedin.com/company/3913138,grps.com.au,"GR Production Services (GRPS) is a leading provider of integrated services for asset optimisation and production solutions to the energy and resources industries.  We are part of the GR Group which includes ASX listed engineering consulting and contracting company GR Engineering Services (ASX: GNG) and operational technology and control systems company Mipac.GRPS brings nearly 30 years of expertise in the areas of operations, maintenance, project management and advisory. Our strength is our ability to build and maintain strong and lasting relationships through reliable, consistent service and an excellent track record of successful delivery. We have a solid reputation for providing safe, innovative, and sustainable solutions.We are committed to our values of being client focussed, innovation and quality, recognising that our people are our most significant strengths, providing a safe and healthy workplace, acting with honesty and integrity and respect for the community and environment. ",1997,181,"Perth, Western Australia, Australia",,,Perth,,,,,+61861094000,oil and gas,,,,"Operations & Maintenance,Wellsites,Engineering,Maintenance,Operations,Projects,Water,Safety Critical Maintenance,NORMs",51-200,,,,,,,,,
SMA Australia,https://www.linkedin.com/company/sma-solar-technology-pty-ltd,https://www.linkedin.com/company/1859576,sma-australia.com.au,"SMA Australia is a subsidiary of global solar leader SMA Solar Technology AG located in Kassel, Germany. SMA is a global market leader for PV inverters and, as an energy management group, offers innovative key technologies for all plant sizes, both grid-tied and off-grid. SMA Australia provides solar PV solutions for commercial, residential and utility sectors of the Australian, New Zealand and South Pacific markets. Its dedicated Sydney-based team of Service Engineers offer the highest level of technical support. We offer genuine full service, from commissioning to maintenance and remote monitoring to decommissioning and disassembly. Our Solar Academy delivers expertise and advanced training sessions for solar power professionals.Corporate information: https://www.sma-australia.com.au/corporate-information.htmlData Protection: https://www.sma-australia.com.au/data-protection/data-protection-declaration.html",2007,75,"North Sydney, New South Wales, Australia",,,Sydney,,,"213 miller st, sydney, new south wales, australia",2060,+61294914200,renewable energy semiconductor manufacturing,semiconductors,,,"Solutions provider for residential and commercial solar projects,Solar inverter manufacturer,Solar monitoring products,Renewable energy,Hands-on training",51-200,"https://twitter.com/SMA_Australia, https://www.facebook.com/SMA.Aus","renewable energy, handson training, solar monitoring products, solar inverter manufacturer, solutions provider for residential & commercial solar projects",900000000,"YouTube, WordPress.org, TYPO3, Salesforce, Outlook, OneTrust, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Atlassian Cloud, Apache, Amazon Elastic Load Balancer, Amazon CloudFront, Amazon AWS",,,,,
MPC Kinetic,https://www.linkedin.com/company/mpc-kinetic,https://www.linkedin.com/company/33222907,mpckinetic.com,"Re-energised. The kind of thinking the world is demanding to transition to a new energy future. This requires the dynamic attitude that MPK is known for delivering. Whether it’s upstream LNG development and servicing, fluid transportation, or renewables, in the essential energy, water and natural resources sectors, we’re here to use our proven ingenuity to redefine the challenge and innovate solutions that solve problems and deliver high quality outcomes.You need only look at our long term partnerships and outcomes with major industry leaders to see how we have successfully realised their vision.With the world's growing demand for increased energy supply, MPK are there to provide essential infrastructure services and solutions. We offer three primary, but interconnected, divisions to clients – MPK Infrastructure, MPK Services and MPK Solutions.MPK. Right solutions. Right people. Right for the future.",2011,628,"Herston, Queensland, Australia",,,Fortitude Valley,,,,,,oil and gas,,,,,501-1000,,,,,,,,,
Cooper Energy,https://www.linkedin.com/company/cooperenergy,https://www.linkedin.com/company/1768143,cooperenergy.com.au,"Cooper Energy is an S&P/ASX 300 (ASX:COE) listed energy company which generates revenue and contributes to Australia's energy future through the discovery, commercialisation and sale of gas to south-east Australia and low cost Cooper Basin oil production. Our overarching objective is to deliver sustainable growth in total shareholder return. In pursuing this we manage our business and make our decisions consistent with our values of care, integrity, fairness and respect, transparency, collaboration, awareness and commitment.",2002,91,"Adelaide, South Australia, Australia",,,Adelaide,,,"70 franklin street, adelaide, south australia, au, 5000",5000,+61 8 8100 4900,oil and gas,oil and energy,,,,51-200,"https://twitter.com/cooperenergy?lang=en, https://facebook.com/CooperEnergy/",,219000000,,,,,,
Windlab,https://www.linkedin.com/company/windlab,https://www.linkedin.com/company/1081469,windlab.com,"Windlab Pty Ltd (“Windlab”) is an Australian owned renewable energy company  that applies science to find, construct and operate high performing renewable generators.We responsibly operate assets from concept to decommissioning and are focused on providing positive outcomes to our host communities, project stakeholders and the environment.",2003,107,"Belconnen, Australian Capital Territory, Australia",,,Canberra City,,,"Level 4, 60 Marcus Clarke Street, Canberra City, ACT 2601, AU",2601,+61261754600,renewable energy power generation,electric power generation,environmental services,,,51-200,"http://www.twitter.com/windlabsystems, https://facebook.com/windlabwindlab/, http://angel.co/windlab-systems","clean energy, clean technology, renewable energies, wind",2453000,"reCAPTCHA, WordPress.org, Vimeo, Outlook, Mobile Friendly, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Cloudflare DNS, CloudFlare Hosting, Bootstrap Framework",,,,,
Clenergy,https://www.linkedin.com/company/clenergy,https://www.linkedin.com/company/2712310,clenergy.com,"Clenergy is a technology enabler for governments, the public sector & enterprises seeking carbon neutrality. We believe in a sustainable, clean energy-powered future. We continue to reinvent our approach, innovate through our technology and service to reach this mission. Founded in Melbourne, Australia, with offices and factories across China, Japan, the Philippines, Thailand and Germany. PVezRack® is the flagship product line, which has been servicing the solar industry since 2007 and has grown into an Australian icon with its products now sold across 30 countries. Our ongoing research and development is backed by a culture of open innovation, excellence through quality and being service focused.RUNNUR is the latest product line, which we developed for optimal functionality, with an emphasis on simplicity for aesthetically brilliant projects. Our technically advanced cable trays are complemented by our tray covers and accessories.Clenergy is an ISO 9001 accredited company and all of its products comply with international standards. Dun & Bradstreet have accredited Clenergy as a 5A1 business.",2007,185,"Clayton, Victoria, Australia",,,"Clayton, Melbourne ",,,,,+17603464240,renewable energy semiconductor manufacturing,semiconductors,,,"PV-ezRack mounting systems,Solar Racking,Solar Mounting Equipment,Ground Mount Solar,cable management,cable trays,runnur cable trays",51-200,"https://twitter.com/clenergy_global, https://www.facebook.com/ClenergyGlobal","rooftop solar, ground mount solar, solar racking, solar mounting equipment, pvezrack mounting systems, solar project services, solar frame, solar for balcony",,,,,,,
BYD Australia & New Zealand,https://www.linkedin.com/company/byd-australia-and-new-zealand,https://www.linkedin.com/company/66771953,byd.com,"Established in 1995, BYD is a top high-tech company specialised in IT, automobile and new energy. BYD is the largest supplier of rechargeable batteries in the globe and has the largest market share for Nickel-cadmium batteries, handset Li-ion batteries, cell-phone chargers and keypads worldwide. It also has the second largest market share for cell-phone shells in the globe. BYD Auto has become the most innovative auto brand and leads the field of electric vehicles with unique technology. In the field of new energy, BYD has developed green products such as solar farm, battery energy storage station, electric vehicle, and LED, etc. It will continue to lead the new energy revolution in the world! ",,84,"Macquarie Park, New South Wales, Australia",,,Sydney,,,,,,renewable energy semiconductor manufacturing,,,,,51-200,,,,,,,,,
Mitsui E&P Australia (MEPAU),https://www.linkedin.com/company/mitsui-e-p-australia-pty-ltd,https://www.linkedin.com/company/19005331,mepau.com.au,"Mitsui E&P Australia (MEPAU) is an Australian subsidiary of Mitsui & Co., Ltd. and is responsible for driving growth in energy investments in the region, focused on establishing a responsible, reliable and sustainable supply of energy to meet growing energy demands.",2004,216,"Perth, Western Australia, Australia",,,Perth,,,,,,oil and gas,,,,,201-500,,,,,,,,,
[deactivated] Ventia Rig and Well Services,https://www.linkedin.com/company/ventia-rig-and-well-services,https://www.linkedin.com/company/1312530,ventia.com,"From 1 January 2022 Easternwell will be Ventia. Thank you to all our employees, past and present, our clients, suppliers and subcontractors, and our communities for your unwavering support for the past 45 years. As an integrated Ventia, we offer our clients a broader, deeper platform of experience and capabilities. Explore our website to learn more about what we do to support our clients and communities across Australia and New Zealand.",,422,"Westbrook, Queensland, Australia",,,Toowoomba,,,,,+61746591555,oil and gas,,,,"Drilling,Well Servicing,Remote Mobile Camp Management",201-500,,,,,,,,,
Mondo,https://www.linkedin.com/company/mondo-power,https://www.linkedin.com/company/18342865,mondo.com.au,"At Mondo, we see a bright future.There have never been more options for how we use electricity, water, gas and transport.We help businesses and communities make sense of what’s possible, then plan and deliver solutions to keep everyone ahead of the rapidly changing landscape.From connecting Australia’s largest wind farms to the grid, to helping maintain water and gas networks or assisting regional communities achieve their energy goals, we improve the way things flow today, then seek ways to do this even better tomorrow.Because when we can help make sense of what’s possible, we think you’ll get excited about the future too.Mondo. Bright Future.",2016,143,"Southbank, Victoria, Australia",,,Southbank,,,"26 2 Southbank Boulevard, Southbank, Virgin Island, USA",3006,+61 1300 735 328,services for renewable energy,renewable energy semiconductor manufacturing,semiconductors,,"Solar,Energy,Community,Battery Storage,Energy Intelligence,Mini Grid,Renewables,Transport,Infrastructure,Wind",51-200,"https://twitter.com/PoweredByMondo, https://www.facebook.com/mondoAU/","energy, infrastructure, renewables, transport, arts & entertainment, solar, community, art galleries, wind, battery storage, energy intelligence, mini grid",15000000,"reCAPTCHA, Zendesk, WordPress.org, Vimeo, Varnish, Route 53, React Redux, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, Linkedin Marketing Solutions, Jira, Gravity Forms, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Create React App, Atlassian Confluence, Amazon SES, Amazon AWS",,,,,
United Petroleum Pty Ltd,https://www.linkedin.com/company/united-petroleum-pty-ltd,https://www.linkedin.com/company/593803,unitedpetroleum.com.au,"United Petroleum Pty Ltd (United) is an independent and successful Australian owned oil company. With its distinct blue, red and white colours, the United brand is a recognised company, which offers its customers premium quality fuels and competitive pricing.  Operating in all states and territories in Australia we are engaged in:•  Petroleum Retail •  Convenience store retailing •  Franchising •  Wholesale of Petroleum products and LPG •  Construction of service stations •  Other building projects United operates a national network of over 320+ service stations and convenience stores and currently experiencing exciting growth.The organisations ability to deliver new innovative products, was evident when United became the first independent oil company in Australia to introduce ethanol enhanced fuel, such as PLUS ULP, BOOST 98, PREMIUM 98 and PREMIUM 100. In addition to United's premium quality fuels, the recent launch of E85 will allow the company to remain as the number one independent oil company in Australia.United's initiatives and successes stem from all its employees around the nation, lead by the Directors who are founders of United. The wealth of experience and diligent work ethic within the United team plays a major role in achieving our company goals.",1993,673,"Runcorn, Queensland, Australia","Hawthorn, Victoria, Australia",,Eight Mile Plains,,,,,+61 3 9413 1400,oil and gas,,,,"Petroleum,Convenience Store Retailing,Franchising,Wholesale Fuel,Construction of service stations",501-1000,"https://twitter.com/unitedpetroleum, https://www.facebook.com/unitedpetroleum/",,1725000,,,,,,sales@unitedpetroleum.com.au
Re.Group,https://www.linkedin.com/company/re-group-pty-ltd,https://www.linkedin.com/company/19108114,re-group.com,"Our vision is to create a wasteless society, where all resources that become waste are reused and are not disposed.  We seek to realise this vision by developing, owning, operating, funding, and improving infrastructure that enables this – facilities that target 100% diversion away from landfill into positive re-use, recycling and recovery operations.Our team has experience across the waste, recycling, energy and financial sectors. We have over 30 years’ experience in commissioning and operations.",,104,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,renewable energy semiconductor manufacturing,,,,"Recycling,Composting,Resource recovery,Waste,Engineering,Energy recovery,Projects,Finance,Development,Operations",51-200,,,,,,,,,
RFM Offshore (Rigforce),https://www.linkedin.com/company/rfmoffshore,https://www.linkedin.com/company/3515736,rfmos.com,"RFM Offshore are international recruiters for the oil and gas industry, dealing exclusively with resourcing for offshore operations. We have built a reputation among contractors and operators as leaders in international recruitment. Our strength is our people. As specialists with extensive industry experience, we have the expertise to source the most qualified, sought-after personnel worldwide. Our database comprises experienced candidates, trained and certified to International standards. Rigforce are headquartered in Australia with offices in the UK and Singapore. We service clients across Asia-Pacific, the Middle East, North Sea and Africa.",,119,"Northbridge, Western Australia, Australia",,,Northbridge,,,,,+61 8 9389 2800,oil and gas,,,,"offshore drilling,contract labour,supervisory level search",51-200,https://www.facebook.com/RigforceGlobal,,0,,,,,,
Elgas Limited,https://www.linkedin.com/company/elgas-limited,https://www.linkedin.com/company/597021,elgas.com.au,"Elgas is Australia's largest marketer of LPG, providing LPG to homes and businesses.  We're local, with over 40 service centres around the country to ensure rapid supply and reliable delivery in virtually every area. Constantly seeking more efficient methods of providing LPG, we've formulated and perfected the delivery process with our EasyGas™ and commercial bulk delivery systems. In order to ensure constant and consistent supply we operate Australia's largest LPG storage facility 'The Cavern'​ at Port Botany NSW. We are dedicated to the safety of our customers, employees and the communities in which they live, and we have invested to ensure all our products comply with the highest safety standards. Elgas is a member of the Linde Group.",1984,492,"Macquarie Park, New South Wales, Australia",,,North Ryde,,,"10 julius ave, north ryde, nsw 2113, au",2113,+61 13 11 61,oil and gas,oil and energy,,,"LPG,Gas,Propane,SnG,Swap and Go,Autogas,Unigas,Gas appliances,Liquefied petroleum gas,Energy,Gas cylinders,Gas bottles,Residential gas supply,Commercial gas supply,Swap'n'Go,BBQ Gas",201-500,"https://twitter.com/ElgasLtd, https://www.facebook.com/ElgasLPG","energy, gas, autogas, gas appliances, lpg, propane, sng, gas cylinders, liquefied petroleum gas, bbq gas, gas bottles, swap & go, unigas, residential gas supply, commercial gas supply, swapngo",150000000,,,,,,info@elgas.com.au
Strike Energy,https://www.linkedin.com/company/strike-energy,https://www.linkedin.com/company/6470446,strikeenergy.com.au,"Strike Energy aspires to be the lowest cost onshore gas producer in Australia, in order to ensure affordable and abundant natural gas is available to support the energy transition into a lower carbon future. Strike will look to achieve its vision through a sequenced and deliberate appraisal and development of its gas assets in the Perth Basin and in South Australia.Strike is an independent oil and gas exploration company, which was founded in 1997 and listed on the Australian Stock Exchange in 2004 (ASX: STX). The Company is headquartered in Adelaide, Australia.The Company’s Board and Management team has the experience, relationships and technical capability required to successfully develop and commercialise the Company’s portfolio.",1997,82,"Kings Park, Western Australia, Australia",,,Western Australia,,,"l 2/66 kings park rd, west perth, western australia, australia, 6005",6005,+61870997400,oil and gas,oil and energy,,,,51-200,,,11426000,"YouTube, Vimeo, WordPress.org, Wistia, Outlook, Nginx, Mobile Friendly, Mailchimp Mandrill, Google Tag Manager, Google Maps, Google Analytics, Bootstrap Framework",,,,,
EDL,https://www.linkedin.com/company/edl,https://www.linkedin.com/company/51771,edlenergy.com,"As a leading global producer of sustainable distributed energy, EDL is dedicated to a world of new energy for our customers, stakeholders and communities. We understand, and are prepared for, the complexities associated with a decarbonising energy market. As such, EDL develops innovative, tailored solutions to meet our customers’ expectations of reliable, cost-effective and environmentally sustainable energy. We own and operate a global portfolio of power stations across Australia, North America and Europe that utilise a range of generation and fuel sources.",,800,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,,renewable energy semiconductor manufacturing,renewable energy power generation,,,"Renewables,waste coal mine gas,liquefied natural gas (LNG),solar energy,wind energy,renewable natural gas (RNG),sustainable energy,battery storage,Remote energy,Hybrid renewable energy,Landfill gas to electricity,Remote energy,Clean energy,Biomethane,coal seam gas to electricity,Energy and mines",501-1000,,,,,,,,,
Marubeni-Itochu Tubulars Oceania Pty Ltd,https://www.linkedin.com/company/marubeni-itochu-tubulars-oceania-pty-ltd,https://www.linkedin.com/company/2056696,mito.net.au,"Marubeni-Itochu Tubulars Oceania (MITO) is one of the largest steel tubular suppliers in the Oceania region, providing an exclusive and fully comprehensive supply chain concept, designed to prioritise customer needs.TOTAL TUBULAR MANAGEMENT - We make sure you get more out of your pipe. Our dedicated global team manages each step of the process, relieving you of any costly supply chain risk and time-consuming administration. We call this Total Tubular Management (TTM) a rock-solid process exhaustively tested and proven over countless years. We manage all aspects of tubular services, from procurement through to inventory and surplus management, plus everything in between.LOCATIONS - Offices: Perth / Brisbane / New ZealandFacilities: Dalby / Karratha / Miles / Moomba / Roma / New Plymouth (NZ)",1997,69,"Perth, Western Australia, Australia",,,Perth,,,"level 9, 5 mill st, perth, western australia, australia",6000,+61 8 9483 1700,oil and gas,oil and energy,,,"OCTG,Line Pipe,Procurement,Technical Advice,Logistics,Storage,Inventory Management,Surplus Management,Threading,Supply Chain,Total Tubular Management,Oil and Gas,Resources,Energy",51-200,,"logistics, energy, inventory management, procurement, supply chain, storage, resources, oil & gas, technical advice, threading, octg, line pipe, surplus management, total tubular management",7000000,"YouTube, Typekit, Outlook, Microsoft Office 365, Mailchimp Mandrill, MailChimp SPF, Google Tag Manager",,,,,
