company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
HCF Australia,https://www.linkedin.com/company/hcf,https://www.linkedin.com/company/32022,hcf.com.au,"For over 90 years, our members have trusted us to protect their health and wellbeing, and in return we’ve provided quality cover and healthcare that’s right for them. Because as Australia’s largest not-for-profit health fund, we believe in delivering our members a level of care that’s uncommon. From humble beginnings in 1932, we’ve grown to become the nation’s largest not-for-profit health fund, helping to protect the health and wellbeing of over 1.8 million Australians with health, life, travel or pet insurance. And we remain constant to our not-for-profit charter, continuing to provide the highest standard of healthcare while returning more benefits to our members. We’re also proud of our many industry firsts. Over the years, we’ve been at the forefront of healthcare innovation, from introducing the first multicover plan to “cover the gap” in extras services, to opening one of the first health fund operated dental centre networks and launching Australia’s first on-demand injury cover*. Because we believe in making healthcare understandable, affordable and high quality for our members, they’re empowered to make informed decisions about their health.  Through the HCF Catalyst program, we continue to invest in the future of Australia’s health by supporting small businesses with big ideas, and fund researchers working to improve health outcomes for all Aussies through the HCF Research Foundation.  We’re also committed to investing in the health and wellbeing of our staff. At HCF, we value diversity, inclusion and equality in the workplace, and are dedicated to creating a working culture where staff can flourish. We believe that giving employees a safe, healthy and sustainable work environment is a priority.  * Issued by HCF Life. Consider the PDS and TMD at getflip.com.au.  ",1932,1476,"Millers Point, New South Wales, Australia",,,Sydney,,,"403 george street, sydney, new south wales, australia",2000,+61292900100,insurance,,,,"Health Insurance,Travel Insurance,Pet Insurance,Life Insurance,Car Insurance,Home and Contents Insurance",1001-2000,"https://twitter.com/hcfaustralia, https://facebook.com/hcfaustralia/","life insurance, health insurance, health & medical, pet insurance, travel insurance, dentists, optometrists",2309038000,"reCAPTCHA, ServiceNow, Salesforce, Rackspace Email, Outlook, Omniture (Adobe), Mobile Friendly, Microsoft Office 365, Microsoft Azure Hosting, Microsoft Azure, JQuery 2.1.1, JQuery 1.11.1, Google Tag Manager, Google Play, Google Maps (Non Paid Users), Google Maps, ExactTarget, CheetahMail, Apache, Amazon SES, Akamai DNS, Akamai, Adobe Marketing Cloud, AddThis",,,,,info@hcf.com.au
Future Group,https://www.linkedin.com/company/future-group,https://www.linkedin.com/company/844268,futuregroup.com.au,"We are Future Group. A company that’s redefining ethical investment through our focus on superannuation. Our mission is to lead the investment movement to advocate and campaign for a future worth retiring into. Proudly supporting over 392,000 members as at Sep 2024, we’re one of Australia’s leading ethical investors, actively contributing to shaping a sustainable and equitable world. Join us in building a future where every investment counts. Explore opportunities with Future Group today.Our brands: Future Super Investing in climate solutions for a fossil-fuel-free future, so you retire into a better tomorrow. Guild SuperA super option that supports pharmacy, veterinary and allied health workers.  ChildCareSuper A super option that supports childcare workers to grow their retirement savings. smartMonday A corporate fund that offers unique benefits and personalised coaching for a secure retirement. Verve SuperEthically focused super founded by women, for women+.Future Super Investment Services Expertly shaping and steering our clients’ sustainable investment portfolios, for a greener, ethical future. ",,1907,"Millers Point, New South Wales, Australia",,,Sydney ,,,,,,financial services,advertising services,,,"Ethical Super ,Climate Friendly Super ,Sustainable finance ",1001-2000,,,,,,,,,
Hollard Insurance Australia,https://www.linkedin.com/company/hollard-insurance-australia,https://www.linkedin.com/company/1104662,hollard.com.au,"Established in 1999, The Hollard Insurance Company Pty Ltd (Hollard) and its related entities are part of the Hollard International Group of companies, operating in Australia and New Zealand. We underwrite a broad range of general insurance products, including motor, home, contents, business, bicycle, and pet, both directly and through partnerships. As a top 5 insurer in Australia, we are also an independent and privately owned company. Hollard works in proud partnership with a range of leading direct insurance brands as well as broker businesses to bring to market an innovative range of insurance products to serve a wide range of customer needs.  At Hollard, we pride ourselves on the calibre and capability of our people, on being a positive business with an unrelenting focus on diversity and inclusion, and on building collaborative partnerships. We use our expertise, integrity and humanity to go further, together. ",1999,784,"North Sydney, New South Wales, Australia",,,North Sydney,,,,,+61292536600,insurance,,,,"Car Insurance,Home & Contents Insurance,Life Insurance,Income Protection,Pet Insurance,Bicycle Insurance,Travel Insurance,Funeral Insurance,landlord insurance",501-1000,"https://twitter.com/hollard?lang=en, https://facebook.com/HollardInsurance/",,,,,,,,
Betashares,https://www.linkedin.com/company/betashares,https://www.linkedin.com/company/305047,betashares.com.au,"Betashares is a leading Australian fund manager specialising in exchange traded funds (ETFs) and other funds traded on the Australian Securities Exchange (ASX).​Since launching our first ETF in 2010, Betashares has grown to become one of Australia’s largest managers of ETFs. ​Serving over a million Australian investors, Betashares offers cost-effective, simple and liquid access to the broadest range of ETF investment solutions available on the ASX, covering almost every asset class and investment strategy.​As of April 2024, Betashares manages approximately $37 billion in assets.​Visit our website, YouTube channel and social channels for expert tips and insights. ​Website: www.betashares.com.au ​Instagram - https://www.instagram.com/betashares/​YouTube - https://www.youtube.com/@betasharesexplains ​Facebook - https://www.facebook.com/BetasharesETFs​",2009,169,"Millers Point, New South Wales, Australia","Concord West, New South Wales, Australia",,Sydney,,,"50 margaret st, sydney, new south wales, australia, 2042",2042,+61292906888,financial services,,,,"Exchange Traded Funds (ETFs),Fund Management,Investment,Financial Services",51-200,"https://twitter.com/betashares, https://www.facebook.com/BetaShares","financial services, fund management, investment, exchange traded funds",,,,,,,
Mercer Australia,https://www.linkedin.com/company/mercer-australia,https://www.linkedin.com/company/15143302,mercer.com.au,"Mercer believes in building brighter futures by redefining the world of work, reshaping retirement and investment outcomes, and unlocking real health and well-being. Mercer’s more than 25,000 employees are based in 44 countries and the firm operates in over 130 countries. Mercer is a business of Marsh & McLennan (NYSE: MMC), the world’s leading professional services firm in the areas of risk, strategy and people, with 76,000 colleagues and annual revenue of $17 billion. Through its market-leading businesses including Marsh, Guy Carpenter and Oliver Wyman, Marsh & McLennan helps clients navigate an increasingly dynamic and complex environment. For more information, visit www.mercer.com.au and https://www.mercersuper.com.au/. Follow Mercer on Twitter at @MercerAu.",1982,581,"Melbourne, Victoria, Australia",,,Melbourne,,,"level 15, 379 collins street, melbourne, victoria, au, 3000",3000,+61894155655,financial services,,,,"Wealth and Investments,Workforce and Careers,Health and Benefits,Business Advisory,Talent,Superannuation",501-1000,,"business advisory, talent, superannuation, health & benefits, wealth & investments, workforce & careers",,,,,,,
Port of Newcastle,https://www.linkedin.com/company/portofnewcastle,https://www.linkedin.com/company/6432433,portofnewcastle.com.au,"Port of Newcastle is Australia’s deepwater global gateway, the largest on the nation’s East Coast.Port of Newcastle is more than a port. It exists to build Australia’s prosperity with responsible, integrated and innovative supply chain solutions.With trade worth about $26 billion to the national economy each year, Port of Newcastle enables Australian businesses to successfully compete in international markets.The port currently handles 4,400 ship movements and 164 million tonnes of cargo annually. With a deepwater shipping channel operating at 50% of its capacity, significant port land available and enviable access to national rail and road infrastructure, Port of Newcastle is positioned to further underpin the future prosperity of the Hunter, NSW and Australia.As custodians of the region’s critical asset, Port of Newcastle is diversifying its trade as it strives to create a safe, sustainable and environmentally and socially responsible future.",2014,103,"Bar Beach, New South Wales, Australia",,,Newcastle,,,"251 wharf rd, newcastle, new south wales 2300, au",2300,+61249088200,international trade and development,,,,"Port management,Leasing port lands,Shipping,Freight and logistics,Bulk, project, break bulk and containerised freight,Trade and business development,Import and export",51-200,"https://twitter.com/PortofNewcastle, https://www.facebook.com/PortOfNewcastle/","project, shipping, bulk, freight & logistics, import & export, port management, leasing port lands, trade & business development, break bulk & containerised freight",,,,,,,
Mortgage Choice,https://www.linkedin.com/company/mortgage-choice,https://www.linkedin.com/company/19765,mortgagechoice.com.au,"Mortgage Choice was established in 1992 with the vision of building a national network of ethical, credible and professional mortgage brokers within local communities. Thirty years later, and under our ownership at REA Group, we continue to be a nationally recognised and trusted brand. In 2023 we were ranked #1 Australian brokerage by The Adviser Magazine.We’re passionate about helping people afford the things that are important to them, whether that’s buying a home, buying a new car or starting a business. Mortgage Choice is a wholly-owned subsidiary of REA Group and is a member of the Mortgage & Finance Association of Australia (MFAA). Mortgage Choice holds an Australian Credit Licence: no. 382869. FinChoice Pty Limited holds an Australian Financial Services Licence: no. 422854. Both licences are issued by ASIC.For more information visit https://www.mortgagechoice.com.au or call customer service on 13 77 62",1992,1326,"Millers Point, New South Wales, Australia",,,Sydney,,,"100 pacific highway, north sydney, new south wales, au, 2060",2060,+61289070444,financial services,,,,"Home loans,Personal loans, car loans, credit cards,Asset finance,Equipment finance,Business lending,Insurances",1001-2000,"https://twitter.com/MortgageChoice, https://www.facebook.com/MortgageChoice","financial planning, credit cards, car loans, equipment finance, insurances, home loans, asset finance, personal loans, business lending",199797000,"React, Microsoft Power BI, CSC Corporate Domains, reCAPTCHA, YouTube, Visual Website Optimizer, Route 53, New Relic, Mobile Friendly, Microsoft-IIS, Hubspot, Hotjar, Highcharts JS Library, Google Tag Manager, Google Font API, Google Apps, Gmail, Bootstrap Framework, Bing Ads, Amazon SES, ASP.NET",,,,,info@mortgagechoice.com.au
ISPT,https://www.linkedin.com/company/ispt,https://www.linkedin.com/company/92119,ispt.com.au,"At ISPT, we’re creating better futures.Established in 1994 by some of Australia’s leading industry superannuation funds, ISPT has grown over 30 years into a $20B portfolio of properties across Australia, ultimately benefitting the many working Australians who invest with us through their super funds to grow their retirement savings.At ISPT, we’re committed to not only delivering value for our investors’ members across our portfolio of office, retail, industrial, education, health and residential properties, we’re also committed to taking a leadership position within the property industry to create a more sustainable future. We were the first Australian property company to achieve Carbon Neutrality across our portfolio in 2020 and we maintain a laser focus on challenging ourselves to raise the bar to deliver even more sustainable outcomes for people and planet with our goal to become Carbon Positive by 2025.By continuing to create vibrant, meaningful places for people and communities to prosper, we believe we can continue to create better futures that leave a legacy for generations to come.ISPT is a wholly owned subsidiary of IFM Investors.ISPT’s LinkedIn page is moderated in accordance with LinkedIn’s professional community policies. Any content that is deemed not to align with these policies will be removed and/or reported. More info: https://www.linkedin.com/legal/professional-community-policies",1994,440,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"8 exhibition street, melbourne, victoria, au, 3000",3000,+61386016666,funds and trusts,financial services,,,Property,201-500,,property,35000000,"reCAPTCHA, YouTube, WordPress.org, SuccessFactors (SAP), Route 53, Mobile Friendly, Mimecast, MailChimp SPF, Gravity Forms, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, Bootstrap Framework, Apache, Amazon AWS",,,,,
SG Fleet AU,https://www.linkedin.com/company/sgfleet,https://www.linkedin.com/company/534953,sgfleet.com,"SG Fleet Group Limited is a leading provider of integrated mobility solutions, including fleet management, vehicle leasing and salary packaging services. SG Fleet has a presence across Australia, as well as in the United Kingdom and New Zealand. The company employs approximately 1,100 staff and has over 250,000 vehicles under management. SG Fleet listed on the Australian Securities Exchange in March 2014. The SG Fleet Group currently operates under the sgfleet (Australia, New Zealand and UK) and LeasePlan (Australia and New Zealand) brands across corporate and consumer business segments. The company actively contributes to the global discussion about the future of transport and is shaping the new mobility landscape in cooperation with all levels of government, as well as leading corporates. SG Fleet continuously evolves its highly advanced fleet management capabilities and flexible mobility solutions, consistently exceeding its customers’ expectations.",,927,"Pymble, New South Wales, Australia",,,Pymble,,,,,,financial services,,,,"Fleet Management and Leasing,Salary Packaging,Novated leasing",501-1000,,,,,,,,,
AFG,https://www.linkedin.com/company/afg-australian-finance-group-,https://www.linkedin.com/company/2333769,afgonline.com.au,"AFG was established in 1994 to help create a fairer financial future for Australians. We’ve grown to become one of the country’s largest mortgage broking groups and leaders in financial solutions. Today, we support over 3,700 brokers nationally and manage around $50 billion in residential finance through our network each year. We’re proud to offer Australians unparalleled choice through our panel of over 70 lenders and more than 7,000 individual finance products.We believe in our community of brokers, no matter how big or small. We focus on providing our brokers with unwavering support, powerful tools, and passionate expertise to grow their business, their future and grab hold of their dreams. When our brokers grow, we grow – this is why we’re now one of Australia’s most secure and prosperous mortgage aggregators.",1994,551,"Kings Park, Western Australia, Australia",,,West Perth,,,,,+61894207888,financial services,,,,"Mortgage Aggregator,Home Loans,Equipment and Vehicle Finance,Securitisation,Marketing,Technology,Mortgage Broker,Mortgage Broking",501-1000,"https://twitter.com/afgonline, https://www.facebook.com/AFGAustralianFinanceGroup",,,,,,,,
QSuper,https://www.linkedin.com/company/qsuper,https://www.linkedin.com/company/385570,qld.gov.au,"QSuper products and services are designed to support the retirement goals of existing QSuper members, Queensland Government employees and their families. It's something we've been proudly doing for over 100 years. We work for members, not shareholders. So our members can be confident that we aim to return profits to them as better services and lower fees. Being part of Australian Retirement Trust means our members benefit from our size and scale as we seek out investments to guard and grow their retirement savings and income.Our members rely on us to help them feel secure, confident and protected, so we provide tools and advice to help them make informed, confident decisions. And our employers trust us to help make superannuation simple for them, with tailored solutions and dedicated local support teams.---------------------------------------This information and all QSuper products are issued by Australian Retirement Trust Pty Ltd (ABN 88 010 720 840, AFSL 228975) as trustee for Australian Retirement Trust (ABN 60 905 115 063). Any reference to ""QSuper"" is a reference to the Government Division of Australian Retirement Trust. You should consider whether the product is right for you by reading the relevant product disclosure statement (PDS) and Target Market Determination (TMD) available at qsuper.qld.gov.au/PDS or call us on 1300 360 750 to request a copy.",,336,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,,financial services,,,,"Superannuation,Super,Financial Services,Investments,Financial Planning,Financial Advice,Customer Service",201-500,,,,,,,,,
Hostplus,https://www.linkedin.com/company/hostplus,https://www.linkedin.com/company/102494,hostplus.com.au,We’re an Industry SuperFund that works tirelessly to provide our members the financial future they deserve. A future full of good stuff. A future full of positivity. That’s a plus. ,1987,390,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"33 g u 6 allara st, melbourne, vic, australia",3032,+61390672500,financial services,,,,Superannuation,201-500,"https://twitter.com/hostplus, https://facebook.com/pages/HOSTPLUS/153013151396509",superannuation,25000000,"The Trade Desk, React, Adobe Marketing Cloud, reCAPTCHA, YouTube, VueJS, Vimeo, Varnish, Typekit, SiteCore, ShareThis, Sendgrid, Rackspace MailGun, Outlook, Omniture (Adobe), New Relic, Mobile Friendly, Mimecast, Microsoft-IIS, Microsoft Office 365, Marketo, MailChimp SPF, JQuery 2.1.1, Incapsula, Hotjar, Google Tag Manager, Google Play, Google Maps, Google Analytics, Genesys, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Bootstrap Framework, Apache, Amazon SES, Amazon AWS, ASP.NET",,,,,
MLC Life Insurance,https://www.linkedin.com/company/mlcinsurance.com.au,https://www.linkedin.com/company/18100476,mlcinsurance.com.au,"At MLC Life Insurance, we’re committed to protecting Australians by providing care and support when it’s most needed. It’s what drives our ambition to be Australia’s leading and most trusted life insurer.For over 135 years, we’ve continued to be guided by our founder James Garvan’s promise to bring the security and protection of life assurance within the reach of every Australian. It’s a promise we take to heart, as we provide flexible, affordable, and innovative insurance products to almost 1 million customers. Australian-led and managed, our business represents a landmark strategic partnership between National Australia Bank (NAB) and one of the world’s leading life insurers, Nippon Life Group (our majority shareholder). Complementing our insurance cover, we’re also proud to provide those we insure access to Vivo – a holistic health, wellness and recovery program. Vivo further enhances our leading claims function through providing access to a range of bespoke services including fitness, nutrition, mental health and recovery.This makes us your trusted partner for life and living. ",,1168,"Docklands, Victoria, Australia",,,Melbourne,,,,,,insurance,,,,Insurance ,1001-2000,,,,,,,,,
Lendi,https://www.linkedin.com/company/lendi,https://www.linkedin.com/company/10850977,lendi.com.au,"Lendi makes it easy to search, choose and settle home loans online and is Australia’s only home loan platform designed with a built-in 'best interest' duty to borrowers. Our promise has always been to work in the best interests of borrowers and ensure our policies, platform and people can deliver.Our smart technology searches over 2000 products from over 40 lenders to find you the right home loan for your specific needs. Our team of Home Loan Specialists then do the hard work for you. From application to settlement, they’re on-hand to guide you through the home loan process, answer all your questions along the way.This unparalleled level of choice helps deliver the best possible customer outcomes, while driving competition and transparency in the market. From application to settlement, home loan specialists are on hand to guide borrowers through the mortgage process and help them achieve their long-term financial goals.With home loan settlements of over $12 billion, our team has helped thousands of Australians secure their property dreams. ",,370,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,financial services,,,,,201-500,,,,,,,,,
Vero,https://www.linkedin.com/company/vero,https://www.linkedin.com/company/166789,vero.com.au,"Supported by over 180 years of experience, Vero provides market leading insurance products and solutions to businesses of all sizes. From small start-ups right through to some of Australia’s largest corporations, our focus is to help you succeed in business - that’s why our innovative insurance solutions are favoured by more than 1 in 3 of Australia’s top 500 companies.  At Vero, we cover the risks today so you can focus on your future.Protect your success with an insurer that understands business.  Ask your broker about Vero Insurance today or email us on veroinformation@vero.com.au  By using this LinkedIn page you agree to Vero's Online Terms & Privacy Statement. You can read them here: www.vero.com.au/vero/vero-social-online-terms-and-conditions© 2015 AAI Limited ABN 48 005 297 807 AFSL 230859 trading as Vero Insurance.",,600,"Brisbane City, Queensland, Australia",,,Brisbane,,,"266 george street, brisbane city, queensland, australia",4000,+61292954310,insurance,,,,"Partnering with Leading Insurance Brokers,Vero Expo - A Key Industry Leaning and Networking Experience,Broker Educational, Accredited Training and Hospitality Events,Technical Innovation,Thought Leadership - White Papers with Insights into the Industry",501-1000,,"technical innovation, partnering with leading insurance brokers, vero expo a key industry leaning & networking experience, broker educational, accredited training & hospitality events, thought leadership white papers with insights into the industry",600000000,"YouTube, Salesforce, React Redux, Pardot, Omniture (Adobe), ON24, Mobile Friendly, Microsoft Office 365, Incapsula, Ensighten, CSC Corporate Domains, Adobe Marketing Cloud",,,,,
Rabobank Australia,https://www.linkedin.com/company/rabobankaustralia,https://www.linkedin.com/company/16196998,rabobank.com.au,"Rabobank Australia is a part of the international Rabobank Group, the world’s leading specialist in food and agribusiness banking. We have more than 125 years’ experience providing customised banking and finance solutions to businesses involved in all aspects of food and agribusiness. We are structured as a cooperative and operate across 36 countries, servicing the needs of approximately 10 million clients worldwide through a network of more than 1000 offices and 61 branches across Australia.Our purpose is to support our clients to feed the world sustainably. True to our cooperative roots, our focus lies with our employees and our clients, not shareholders, so we always put people first. We value inclusion, belonging, and positive experiences for all. Our work environment, our benefits and our ‘cooperative DNA’ makes Rabobank a unique place to work. We embrace diversity and welcome people from all backgrounds. We consistently return industry-leading employee engagement scores and client net promoter scores (NPS), reflecting our exceptional culture and commitment to our values “Client Driven”, “Responsible”, “Professional” and “Cooperative”.To learn more about the Rabobank difference visit: https://www.rabobank.com.au/",1994,730,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,banking,,,,,501-1000,,,,,,,,,
MetLife Australia,https://www.linkedin.com/company/metlife-au,https://www.linkedin.com/company/18428302,metlife.com.au,"MetLife Australia is a leading provider of life insurance, partnering with employers, super funds and financial advisers to help Australians protect the lifestyle they love – and providing help when they need it most.Backed by over 150 years of history and a strong global presence, we have the scale and experience to be a valued and trusted partner in business. MetLife protects customers in over 40 countries worldwide, and leads the market in corporate insurance solutions in the US, Latin America, Asia, Europe and the Middle East.But while we're proud of this success, we know that the true sign of our worth is the difference we make to the lives of the customers we serve.",,190,"Millers Point, New South Wales, Australia",,,Sydney,,,"2 park street, sydney, new south wales, australia",2000,+616013077049,insurance,,,,"Insurance,Life Insurance,Insurance Inside Super",51-200,https://www.facebook.com/metlifeitalia/,"insurance, life insurance, insurance inside super",,"reCAPTCHA, YouTube, Route 53, New Relic, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, Google Tag Manager, Google Play, Google Maps (Paid Users), Google Maps, Google Font API, Google Analytics, Brightcove, Bootstrap Framework, AppDynamics, Amazon CloudFront, Amazon AWS, Adobe Marketing Cloud, Adobe CQ",,,,,
Humm group,https://www.linkedin.com/company/humm-group,https://www.linkedin.com/company/69695639,shophumm.com,"hummgroup specialises in financing bigger ticket purchases with a range of credit card and fixed term instalment products that are designed for consumers and SMEs.We currently operate in Australia, New Zealand, Ireland, Canada and the UK.",1991,391,"Millers Point, New South Wales, Australia",,,Sydney,,,"7/179 elizabeth street, sydney, new south wales, au, 2000",2000,+611800001952,financial services,,,,"Buy now pay later,Credit Cards,Interest Free,ecommerce,business financing",201-500,https://www.facebook.com/shophumm.nz/,"ecommerce, credit cards, business financing, buy now pay later, interest free",342123000,"YouTube, Trustpilot, Hotjar, Bootstrap Framework, WordPress.org, Vimeo, Route 53, Pingdom, Outlook, Mobile Friendly, Linkshare, Intershop, IBM Websphere, Google Tag Manager, Google Play, Google Font API, Google Dynamic Remarketing, Genesys, Formstack, Cloudinary, CloudFlare Hosting, CloudFlare CDN, CloudFlare, Amazon AWS, AddThis, AB Tasty",,,,,
Bluestone Home Loans,https://www.linkedin.com/company/bluestone-mortgages,https://www.linkedin.com/company/3736141,bluestone.com.au,"25 years of backing brokers, borrowers & great talent.At Bluestone, we believe home loans should work for people—not the other way around. For 25 years, we’ve partnered with brokers to deliver flexible, real-world lending solutions that help more Australians own their financial future.We know that no two borrowers are the same. Whether it’s self-employed clients, those with unique income streams, or people navigating life’s ups and downs, we take a common-sense approach to lending. Our commitment? Fast decisions, flexible solutions, and real relationships that make a difference.Why brokers choose Bluestone:✔ Flexible lending – Loans designed for real life, not just perfect credit scores✔ Fast, clear decisions – Because brokers (and their clients) deserve certainty✔ Dedicated BDM support – Real people, real relationships, real resultsAnd it’s not just brokers who love working with us—our people do too. We’re building a team that’s driven, collaborative, and committed to making a difference in financial services. If you’re looking for a career where you can grow, challenge the status quo, and help shape the future of lending, Bluestone could be the place for you.💙 25 years in, and we’re just getting started.Lending criteria, terms and conditions, fees & charges apply. Bluestone Servicing Pty Ltd ACN 122 698 328 Australian Credit Licence 390 183.",,196,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,financial services,,,,"Mortgage Origination,Self Employed,Credit Impaired,Debt Consolidation,Near Prime Lending,Prime Lending,specialist lending,home loans,mortgages,SMSF lending",51-200,,,,,,,,,
Flippa.com,https://www.linkedin.com/company/flippa,https://www.linkedin.com/company/298092,flippa.com,"#1 platform to buy & sell online businesses Flippa combines unrivalled deal making technology with expert end-to-end brokerage. 1. AI matching powering 425,000 buyer-seller matches weekly2. Integrated deal room for instant messaging, offers and legal documentation3. Intelligent valuations powering over 1 million business valuations4. Buyer directory for direct buy-side pitching5. Certified and accredited brokers available across 4 continentsOur customer promise:Empowering you with the expertise, tools, insights and precise buyer matching to ensure a successful business exit. Timely advice. We will network and negotiate with top pospects from the world's largest pool of buyers. 15 years of industry experience giving you continuous data-backed insights to ensure we maximise your exit. Our team is truly global with valuation consultants and expert brokers operating in London, Austin, Melbourne, Singapore, Baltimore, Manila and Paris. Meet the brokers here: flippa.com/services/business-brokersFor a free valuation: https://flippa.com/free-valuation",,159,"Cremorne, Victoria, Australia",,,Cremorne,,,,,,financial services,internet marketplace platforms,,,,51-200,,,,,,,,,
Morgans Financial Limited,https://www.linkedin.com/company/morgans-financial-limited,https://www.linkedin.com/company/527471,morgans.com.au,"Stockbroking | Wealth Management | Corporate AdviceMorgans is Australia's largest national full-service retail stockbroking and wealth management network with over 240,000 client accounts, 500 authorised representatives and 950 employees operating from offices in all states and territories.The services offered by the group are extensive and include the following:- Full service stockbroking including exchange traded options and warrants.- Investment portfolio reviews.- Margin lending facilities.- Nominee, custodial and administration management through our Managed Portfolio Service (wealth+).- Equity raisings such as Initial Public Offers, sub- underwriting and sophisticated investor offers.- Financial planning services comprising personal financial planning, retirement and superannuation planning, estate planning, and personal and life insurance.- SMSF administration.- A full range of fixed interest and income focused investment opportunities.---We welcome feedback and contributions on our page but we do ask you keep our social media guidelines in mind to ensure relevant and respectful conversations.  You can read more about our commitment to digital privacy and data protection at  https://www.morgans.com.au/terms-of-use/social-media-policy.",1982,846,"Brisbane City, Queensland, Australia",,,Brisbane,,,"123 eagle street, brisbane, queensland, australia",4000,+61733344888,financial services,,,,"Full Service Stockbroking,Financial Planning,Corporate Finance,Wealth Management,Self Managed Superannuation Funds(SMSFs),Retirement Planning,Superannuation Advice,Institutional Broking,Portfolio Administration",501-1000,"https://twitter.com/NXP, https://www.facebook.com/pages/NXP-Semiconductors/108346855859456, http://angel.co/nxp-semiconductors","corporate finance, wealth management, financial planning, retirement planning, self managed superannuation funds, portfolio administration, superannuation advice, institutional broking, full service stockbroking",150000000,"Atlassian Cloud, reCAPTCHA, YouTube, SoundCloud, SiteCore, Salesforce, Outlook, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Cloudflare DNS, CloudFlare Hosting, CloudFlare, Backbone JS Library, AddThis, ASP.NET",,,,,
Finsure,https://www.linkedin.com/company/finsure-finance-&-insurance,https://www.linkedin.com/company/2355406,finsure.com.au,"Finsure is a fast growing Australian retail finance brokerage whos advisers are experts in action, passionate and independent.  Finsure’s team will help you find the most suitable home loan for your situation, every time.Finsure's brokers have an insider’s knowledge of the best home loans available on the market.  All of our brokers and services are accessible via our national contact centre (1300 FINSURE) or by visiting us at www.finsure.com.au.",2011,222,"Millers Point, New South Wales, Australia",,,Sydney,,,"74 castlereagh street, sydney, new south wales, australia",2000,+61432167598,financial services,,,,,201-500,"https://twitter.com/Finsure_Finance, https://facebook.com/finsure",,20590000,"WordPress.org, Outlook, Mobile Friendly, Gravity Forms, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, CSC Corporate Domains, Amazon AWS",,,,,
LGT Crestone Wealth Management Limited,https://www.linkedin.com/company/lgt-crestone-wealth-management,https://www.linkedin.com/company/6611536,lgtcrestone.com.au,"LGT Crestone is one of the largest family-owned wealth management firms in the world - bringing together the deep trusted relationship of a local firm with the strength and security of a multinational.We provide private wealth advice services to high net worth and ultra high net worth families, family offices and for purpose organisations, focused on long term results to last generations.LGT Crestone now has over 300 employees, including over 100 investment advisers who have worked together for an average of 10 years. It has offices in Adelaide, Brisbane, Melbourne and Sydney.Find out more at lgtcrestone.com.au .",2015,337,"Millers Point, New South Wales, Australia",,,Sydney,,,,,+61884039400,financial services,,,,"Wealth Management,Portfolio Construction,Not For Profits,Entrepreneurs,Established Families,Sustainable Investing,Philanthropy,Intergenerational Wealth Transfer,Alternative Investments",201-500,,,,,,,,,
Connective,https://www.linkedin.com/company/connective-services,https://www.linkedin.com/company/1264934,connective.com.au,"Founded in 2003, our business model is designed to help mortgage brokers succeed. We partner with you to help you grow your business, in whatever way works best for you.We have been acknowledged as leaders in the mortgage broking industry with many awards, including Aggregator of the Year at the 2019 and 2020 Australian Broking Awards.A diverse and extensive lending panel. The number one business platform in Australia. Award winning compliance support. An award-winning learning and development program. The support you need to grow your business, your way. Whatever your business goals are, we have the resources to help you succeed.For more information, please visit our website at www.connective.com.au",,190,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,,,,financial services,,,,"Mortgage Aggregation,Lending,Mortgage Broking,Industry Leading Compliance Management,Broker Support,Professional Development,Award Winning Mercury Software,Learning Events,My Marketing,My Virtual Office,Insurance,Connective TV",51-200,,,,,,,,,
