company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
MEDICAL RESCUE,https://www.linkedin.com/company/medical-rescue,https://www.linkedin.com/company/2897408,medicalrescue.com.au,"MEDICAL RESCUE is a specialist pre hospital medical practice and aeromedical services company providing remote medical logistics, remote site services and turnkey aeromedical evacuation solutions using rotary and fixedwing medically configured aircraft.Medical Rescue operates an international air ambulance, remote medical clinics and conducts aeromedical training. Combining its resources MEDICAL RESCUE can provide seamless continuity of care for people injured in remote destinations caring for patients onsite then evacuating by helicopter and jet air ambulance back to definitive care at tertiary medical facilities.",2003,,"Miami, Queensland, Australia",,,Burleigh Heads,,,,,+1800633737,hospitals and health care,hospital and health care,,,"Air Ambulance,aeromedical evacuation,remote medical services,aeromedical training,emergency medicine,international aeromedical retrieval,remote medical,emergency driver training,HUET & EBS,ski patrol,24/7 Assistance,Patient transport",Self-employed,,"24, emergency medicine, 7 assistance, ebs, air ambulance, remote medical services, aeromedical evacuation, patient transport, huet, ski patrol, aeromedical training, international aeromedical retrieval, remote medical, emergency driver training",,"reCAPTCHA, Wufoo, WordPress.org, Sendgrid, Outlook, Mobile Friendly, Gravity Forms, Google Tag Manager, Google Maps, Google Font API, Google Analytics, Cloudflare DNS, CloudFlare Hosting",,,,,
Sullivan Nicolaides Pathology,https://www.linkedin.com/company/sullivan-nicolaides-pathology,https://www.linkedin.com/company/283767,snp.com.au,"Sullivan Nicolaides Pathology is one of Australia’s largest and most respected diagnostic testing laboratories, regarded for our expertise in esoteric as much as routine testing. We are a member of the Sonic Healthcare group, a global company with a reputation for excellence. We deliver a comprehensive service to doctors, private hospitals and aged care facilities in Queensland, northern New South Wales and the Northern Territory. Medically managed, we are well-placed to understand the needs of doctors and their patients. As Australia’s largest private referral laboratory we also specialise in complex testing that demands high-level expertise and a commitment to staying at the leading edge of scientific innovation.",,,"Herston, Queensland, Australia",,,Bowen Hills,,,,,,hospitals and health care,,,,"Pathology,Diagnostic medical testing,Pathology testing,Blood tests,Drug testing,Genetic testing,Histopathology,Non-invasive pre-natal testing (NIPT),Dermatopathology,Cytology,Haematology,Microbiology",Self-employed,,,,,,,,,
Rocky Bay,https://www.linkedin.com/company/rocky-bay,https://www.linkedin.com/company/2490868,rockybay.org.au,"Rocky Bay has been empowering West Australians to realise their true potential since 1938. We are more than an approved provider – we are friends, collaborators and motivators. Our vision is creating extraordinary outcomes though exceptional health and community services.",1938,,"Mosman Park, Western Australia, Australia",,,Perth,,,"60 mccabe street, mosman park, western australia, australia",6012,+61893835111,individual and family services,,,,"Therapy and Assistive Technology,Disability Services,Respite Services,Training,Community,Supported Accommodation",Self-employed,https://www.facebook.com/DiscoverRockyBay,"training, community, disability services, supported accommodation, respite services, therapy & assistive technology",38553000,"Shopify Product Reviews, reCAPTCHA, YouTube, WordPress.org, Quantcast, Paypal, Outlook, Mobile Friendly, Mimecast, Microsoft Office 365, Linkedin Widget, Linkedin Login, Hotjar, Gravity Forms, Google translate widget, Google translate API, Google Tag Manager, Google Plus, Google Analytics, Facebook Widget, Facebook Login (Connect), DynECT, Cloudflare DNS, CloudFlare Hosting",,,,,
National Dental Care,https://www.linkedin.com/company/national-dental-care,https://www.linkedin.com/company/3133865,nationaldentalcare.com.au,"National Dental Care is an Australian dental group focused on high-quality patient care and clearly defined training and development programs for dentists and support staff. Our mission is “to provide Australians with superior dental services underpinned by a strong culture of ongoing training and clinical improvement”. We are Australia's fastest-growing dental group now with over 60 practices across the nation and have a dedicated team across all our practices providing consistent and comprehensive treatment services. We also offer an integrated training and mentoring program to ensure that our dental staff are up to date with the latest industry knowledge and techniques.  If you would like to partner with us, please email partnership@nationaldentalcare.com.au for a confidential and obligation-free discussion. ",2012,,"North Sydney, New South Wales, Australia",,,McMahons Point,,,,,+61883560166,hospitals and health care,hospital and health care,,,"General Dentistry,Cosmetic Dentistry,Oral Health,Dental Technology,Emergency Dental",Self-employed,"https://twitter.com/ndcaustralia, https://www.facebook.com/nationaldentalcare","health & medical, general dentistry, cosmetic dentistry, emergency dental, oral health, dental technology",70000000,"Zendesk, WordPress.org, Salesforce, Ruby On Rails, Route 53, Mobile Friendly, Mimecast, Mailchimp Mandrill, KISSmetrics, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, FullStory, Amazon SES, Amazon AWS, Afterpay",,,,,
Amana Living,https://www.linkedin.com/company/amana-living,https://www.linkedin.com/company/847593,amanaliving.com.au,"Amana Living, one of Western Australia's largest not-for-profit aged care providers, delivers a diverse range of aged care services including residential aged care, community aged care and retirement villages across Perth and regional areas.Amana means  truth, integrity, nurturing and Living is representative of our philosophy of helping our residents and clients optimising their quality of life, with an emphasis on personal enrichment.Amana Living currently employs over 1450 staff and 200 volunteers across Western Australia.  Our staff hail from all different walks of life and, with so many different cultures among them,  there are some wonderful and interesting stories to be heard.If you are interested in working for us please join our Talent Community here: livehire.com/talent/community/amanaliving/linkedin ",,,"Daglish, Western Australia, Australia",,,Subiaco,,,,,,hospitals and health care,,,,"Aged Care,Retirement Villages,Home Care Services,Transition Care Centres,Nursing Homes,Dementia Day Clubs",Self-employed,,,,,,,,,
Youth Support + Advocacy Service,https://www.linkedin.com/company/ysas-pty-ltd,https://www.linkedin.com/company/2222601,ysas.org.au,"We help you get on top of drug and alcohol problems, improve your mental health and build a better future.",,,"Carlton, Victoria, Australia",,,Carlton ,,,,,,individual and family services,,,,"Youth Support,Drug & Alcohol Support,Mental Healthcare,Primary Healthcare",Self-employed,,,,,,,,,
IVF Australia,https://www.linkedin.com/company/ivf-australia,https://www.linkedin.com/company/2007613,ivf.com.au,"IVF Australia combines a leading group of fertility specialists, nurses, scientists and counsellors whose collective experience, research, advanced scientific care and collaborative team approach delivers the highest IVF pregnancy success rates in Australia for patients.When you visit an IVF Australia clinic, you’ll have access to the best minds in fertility treatment as well as the latest assisted reproductive technology. Our fully integrated network of care means we take care of every step of your journey for you, from initial assessment, diagnosis, fertility treatment, advanced scientific techniques and counselling support.IVF Australia, together with Hunter IVF, Melbourne IVF and Queensland Fertility Group is the pre-eminent IVF organisation in Australasia, bringing together the region’s leading expertise and resources in IVF services, specialist day hospitals and diagnostics & advanced science under the organisational umbrella of Virtus Health.Our medical and scientific team has been responsible for the first IVF baby’s conception in each state (NSW 1983, VIC 1980, QLD 1984).To date our, doctors have been responsible for the creation of over 50,000 Australians during the past 30 years, approximately half of this country’s IVF conceived population.",2002,,"St Leonards, New South Wales, Australia",,,Greenwich,,,176 Pacific Hwy,2065,+611800111483,medical practices,medical practice,,,"Assisted Reproductive Technology (ART),Intracytoplasmic Sperm Injection (ICSI),In-Vitro Fertilisation (IVF),Pre-Implantation Genetic Diagnosis (PGD),Infertility Treatment,Gamete Donation,Fertility Preservation,Digital High Magnification of Sperm",Self-employed,https://www.facebook.com/IVFAustralia,"fertility preservation, intracytoplasmic sperm injection, invitro fertilisation, infertility treatment, assisted reproductive technology, preimplantation genetic diagnosis, gamete donation, digital high magnification of sperm",,"YouTube, Typekit, The Trade Desk, Sendgrid, Salesforce, Route 53, Platform.sh, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, DoubleClick Floodlight, DoubleClick, DigitalOcean, AppNexus, Amazon AWS, AB Tasty",,,,,
Ozcare,https://www.linkedin.com/company/ozcare,https://www.linkedin.com/company/342927,ozcare.org.au,"Ozcare is a leading not-for-profit organisation supporting Queenslanders with a comprehensive range of residential aged care, home care, retirement living, hospital, disability care, respite care, nursing, allied health and dementia advisory and support services.Our caring workforce of more than 4,300 staff and 130 volunteers proudly service thousands of clients every day from over 50 locations across Queensland. We are committed to supporting our clients to live their best lives through the provision of compassionate, professional and personalised, aged care, community and health services.",1996,,"East Brisbane, Queensland, Australia",,,Brisbane,,,"66 River Terrace, Kangaroo Point, Brisbane, Queensland 4169, AU",4169,+610730289000,hospitals and health care,hospital and health care,,,"Residential Aged Care,Community Care,Home Care Packages,Retirement Living,Hospital,Nursing,Allied Health,Dementia Advisory & Support Services,Disability Care & Support,Respite Care",Self-employed,https://facebook.com/ozcareaustralia,"nursing, support, support services, hospital, retirement living, respite care, allied health, community care, residential aged care, disability care, home care packages, dementia advisory",24955000,"Hotjar, Mapbox, reCAPTCHA, YouTube, WordPress.org, Vimeo, Outlook, Mobile Friendly, Microsoft Office 365, Microsoft Azure Hosting, Microsoft Azure, Mailchimp Mandrill, MailChimp SPF, Gravity Forms, Google Tag Manager, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Atlassian Cloud",,,,,
Converge,https://www.linkedin.com/company/convergeinternational,https://www.linkedin.com/company/1329666,convergeinternational.com.au,"Welcome to Converge. We are an Employee Assistance Program (EAP) provider supporting Australian and New Zealand organisations and their employees. We deliver mental health and wellbeing support services, as well as training and consulting services, to over 2.7 million employees and their immediate family members. But where did our journey begin? We’ve been operating since 1960 and were the first EAP service provider in Australia at that time. Over 60 years later, we boast a clinical network of approximately 2,000 specialists who support, on average, 14,000 people per month. We have the capability of reaching over 95% of Australians face-to-face, and borders do not restrict us. Over time, we’ve expanded. In 2013, we joined forces with ResolutionsRTK, opening significant breadth and depth to our service offering. In 2016, we acquired SafeSelect, which allowed us to deliver critical services. And in 2022 we acquired HeadUp Labs, increasing our digital footprint and bringing the revolutionary Converge App to market. Now you know us, it’s time to outline our mission: Care Anytime Anywhere. We believe in going beyond good intentions and achieving good outcomes. So, we’ve made our support streams immediate and accessible for employees wherever they are and whenever they need them. Get started, visit our website!",,,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,,,,mental health care,wellness and fitness services,,,"Employee Assistance Progam Provider,Leadership and Professional Coaching,Conflict Resolution,People Development,Workplace Mediation,Executive Coaching,EAP Provider,Vocational Rehabilitation,Human Resource Consulting,People Risk Management and Consulting",Self-employed,,,,,,,,,
Nexus Hospitals,https://www.linkedin.com/company/nexus-hospitals,https://www.linkedin.com/company/3833245,nexushospitals.com.au,"Nexus Hospitals is building Australia’s leading network of short stay hospitals, working in partnership with doctors across Australia to provide exceptional patient care.Our vision is to be the hospital partner of choice for surgeons throughout Australia, developing best practice models of patient care, and influencing positive change in the broader healthcare market. Offering world-class facilities with expertise in a range of surgical specialties, we measure our success through better patient outcomes, improved patient experience, open collaboration with our stakeholders, and more efficient use of the healthcare system’s limited resources.Nexus supports each of our constituent hospitals through provision of outstanding systems around quality, clinical standards and accreditation, assistance with health fund negotiations and procurement advantages. Our hospitals boast the latest quality systems and surgical technologies and are accredited to the rigorous requirements of the National Safety and Quality Health Services (NSQHS) standards.We are proud of what we have developed at Nexus and our culture of partnership with surgeons. Nexus has an exciting future and we welcome your enquiry on how you can be involved with one of our facilities as a surgeon or an employee. We also welcome any enquiries about how Nexus may be able to assist you or partner with your hospital. For more information please contact us at www.nexushospitals.com.au/",,,"St Leonards, New South Wales, Australia",,,St Leonards,,,,,,hospitals and health care,,,,Hospital and Healthcare,Self-employed,,,,,,,,,
Juniper Aged Care,https://www.linkedin.com/company/juniper-aged-care,https://www.linkedin.com/company/881888,juniper.org.au,"At Juniper we are proud to be one of Western Australia’s biggest non-profit, local aged care providers, championing individualised care that keeps our customers connected to the people, passions and places they’ve always loved.  We want to empower all older Western Australians to hold onto their independence and identity as they journey into old age, supporting them to take pleasure in a life well lived. We do this through our commitment to exceptional care, accommodation and support services in Home and Community Care, Residential Aged Care, Transition Care and Retirement Living communities. Our roots extend back to 1949, when we opened our doors in Mt Lawley to 12 older women widowed by the second World War. Today, we remain local through-and-through, dedicated to the changing needs of Western Australians. That’s why we’re located right across the state, from remote areas of the Kimberley, in the Mid West, across the Wheatbelt, through the Great Southern and within Perth and the Peel region.  Our services allow older Western Australians to continue living close to family and friends and within the communities they love. We understand the importance of community and culture – which is why we put it at the heart of everything we do. We are a community of carers that live by our values of welcome, respect, compassion, hope and courage. We’re your partners in helping you keep the unique bits of who you are, and we do this through expertise, compassion and kindness every step of the way.  ",1949,,"Stirling, Western Australia, Australia",,,Perth,,,,,+611300313000,hospitals and health care,,,,"Residential Care,Independent Living Units,Respite,Home & Community Care,Retirement Units,Therapy Services",Self-employed,"https://twitter.com/JuniperCares, https://www.facebook.com/JuniperAgedCare",,,,,,,,
DPV Health,https://www.linkedin.com/company/dpv-health,https://www.linkedin.com/company/18382491,dpvhealth.org.au,"DPV Health is a not-for-profit organisation that offers exceptional health care services to people of all ages.DPV Health is an inclusive organisation that celebrates the diversity of all people within our communities. We are passionate about helping to support people to lead happy healthy lives. We are dedicated to working with the Aboriginal and Torres Strait Islander, disability, LGBTIQ, and newly arrived communities.Operating across five local Government areas (LGAs): Whittlesea, Hume, Mitchell, Melton and Banyule.Our aim is to offer quality healthcare to our diverse and ever-growing communities. With over 40 different services and programs from our 16 sites.DPV Health deliver a wide variety of clinical, health support and community services that focus on treatment, prevention and integrated health promotion. These include medical, dental, mental health, physical health, NDIS & disability, 65+ health and child & youth. We also deliver a wide range of community support programs such as Aboriginal & Torres Strait Islander health, Refugee & Asylum Seeker health, homelessness services, community asthma programs and more.",2018,272,"Epping, Victoria, Australia",,,Epping,,,"2 Graystone Ct, Epping, Victoria 3076, AU",3076,+611300234263,hospitals and health care,"health, wellness and fitness",,,"medical,dental,women's health,physiotherapy,podiatry,counselling,nutrition,speech pathology,early childhood development,Early Childhood Intervention Services,psychology,diabetes education,NDIS,Family Planning,occupational therapy,Refugee Asylum Seeker Health,Aboriginal health,social support programs,health,exercise physiology,mental health,disability services,community health",201-500,"https://twitter.com/DPVHealth, https://www.facebook.com/DPVHealth/","psychology, medical, physiotherapy, health, nutrition, occupational therapy, dental, counselling, womens health, ndis, early childhood development, podiatry, diabetes education, speech pathology, family planning, aboriginal health, early childhood intervention services, refugee asylum seeker health, social support programs",,"React, reCAPTCHA, YouTube, WordPress.org, StatusPage IO, Outlook, Nginx, Multilingual, Mobile Friendly, Microsoft Office 365, Hotjar, Gravity Forms, Google translate widget, Google translate API, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences",,,,,
South Eastern Melbourne Primary Health Network,https://www.linkedin.com/company/south-eastern-melbourne-primary-health-network,https://www.linkedin.com/company/6614163,semphn.org.au,"South Eastern Melbourne Primary Health Network (SEMPHN) fosters and supports a more equitable, person-centred and seamless health system to positively impact the health outcomes for our communities. We want everyone in south east Melbourne to live their healthiest lives.  We support this by providing evidence, planning and influencing services to meet population health needs, capacity building services to grow primary health and its workforce in our region and commissioning service to translate national and state policy into local services and the regional health system. We are one of six Primary Health Networks (PHNs) in Victoria, and 31 PHNs across Australia, with around 1.6 million residents in our catchment.  Funded primarily by the Australian Government, the Commonwealth priority areas for improvement and innovation for primary health are: Mental health, Alcohol and Other Drugs (AOD), Aboriginal and Torres Strait Islander Health, Aged care, Population health, Health workforce development and Digital health. Our local focus is to positively impact population health and service demand, consumer-focused healthcare, primary health services, innovation and system reform and organisational excellence and sustainability. Our catchment covers 3,000km2 across 10 LGAs, stretching from St Kilda to Sorrento to Bunyip, including the major population hubs of Clayton, Dandenong, Moorabbin, Caulfield, Cranbourne, Frankston and Pakenham. ",,,"Heatherton, Victoria, Australia",,,Heatherton,,,,,,hospitals and health care,,,,"Commissioning,Mental health,Aboriginal and Torres Strait Islander Health,Population Health,Health workforce,Digital Health,Aged Care,Primary Health,Funding",Self-employed,,,,,,,,,
Breakthru,https://www.linkedin.com/company/breakthruau,https://www.linkedin.com/company/2551373,breakthru.org.au,"Being able to create your future your way.Breakthru is a national not-for-profit organisation committed to empowering people to create their own futures. We operate on the belief that we can affect real and lasting change and create self-sustaining futures for individuals, local businesses and the community in general. Through the provision of high quality person-centric programs, we enable thousands of people every year to address employment, disability, mental health, homelessness and training needs.Breakthru operates on the premise that everyone's needs, preferences and aspirations are different. Our commitment to client choice and family inclusion is well demonstrated through our individualised services and person-centred principles. We have a specific focus on assisting those most in need and offer specialist programs for those facing the challenge of an intensive mental health illness, a disability or physical health issue, long-term unemployment, unmet education goals or homelessness.Breakthru is proud to offer dedicated and culturally considered programs for Aboriginal and Torres Strait Islander peoples, refugee and migrant populations and other culturally and linguistically diverse groups.With over 20 years of demonstrated service to the community, Breakthru offers quality programs in New South Wales, Victoria and Queensland. Breakthru operates as a subsidiary of Royal Rehab. If you need help to address challenges and take control of your life, we would be proud to assist you on your journey to recovery.Breakthru employees are proud to claim the title of social visionaries. We are committed to opportunity and advancement for all Australians and all our work underpins this ethos.",1992,,"Harris Park, New South Wales, Australia",,,Parramatta,,,"2 Palmer Street, Parramatta, NSW 2150, AU",2150,+611800767212,individual and family services,,,,"Disability Employment,Indigenous Employment,National Disability Insurance Scheme (NDIS),Employment Service Australia,Employment Services,Training Services,Community Services,Disability,Mental Health,Homelessness,Acquired Brain Injury,Inclusion",Self-employed,"https://twitter.com/breakthruAU, https://www.facebook.com/breakthruAU/","inclusion, mental health, disability, homelessness, employment services, community services, training services, disability employment, indigenous employment, national disability insurance scheme, acquired brain injury, employment service australia",23042000,"YouTube, WordPress.org, Outlook, Mobile Friendly, Mimecast, Microsoft Office 365, MailChimp SPF, MailChimp, Gravity Forms, Google Tag Manager, Google Font API, BuddyPress, Bootstrap Framework",,,,,
VNS Nursing Agency,https://www.linkedin.com/company/vns-nursing-agency,https://www.linkedin.com/company/2353008,nursespecialists.com.au,"VNS Nursing Agency (VNS) is one of Victoria’s leading nursing recruitment agencies. Based in Melbourne, we service major hospitals, aged care facilities and smaller medical facilities throughout the state. Established for over 10 years, we are proud to be able to support nurse's careers and we look at their employment as an essential element of community wellbeing.VNS is a friendly and professional nursing agency committed to delivering a responsive and personalised service to our clients and nurses. We are recognised for our commitment to service excellence and are members of the Australian Association of Nursing Recruitment Agencies (AANRA) and the Recruitment and Consulting Services Association (RCSA).  VNS is committed to placing our qualified and experienced registered nurses and allied health staff in the most appropriate clinical settings. Whether it is a large hospital, an aged care facility or a small medical clinic we have the right people to fill all positions on an agency, contract or permanent basis.",2000,,"Surrey Hills, Victoria, Australia",,,Surrey Hills,,,"9898 7444 Addresses Suite 3 107 Union Road, Surrey Hills, Virgin Island, USA",3127,+610398987000,hospitals and health care,hospital and health care,,,"Healthcare Recruitment,Nursing Agency,Nursing Agencies Melbourne,Nursing Agencies,Enrolled Nursing Jobs,Midwifery Nursing Jobs,Registered Nursing Jobs,Theatre Technician Jobs",Self-employed,"https://twitter.com/vnsmelbourne, https://facebook.com/VNS-Nursing-Agency-284342828245398","healthcare recruitment, nursing agency, nursing agencies melbourne, nursing agencies, enrolled nursing jobs, midwifery nursing jobs, registered nursing jobs, theatre technician jobs",3318000,"YouTube, Hotjar, reCAPTCHA, WordPress.org, Shutterstock, Sendgrid, Ruby On Rails, Outlook, Nginx, Mobile Friendly, MailChimp, Linkedin Marketing Solutions, JobAdder, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Amazon AWS",,,,,
ACSO Australia,https://www.linkedin.com/company/acso,https://www.linkedin.com/company/2242106,acso.org.au,"Our vision is for a community where everyone has the opportunity to thrive, and prison truly is the last resort.Our purpose is to strengthen the wellbeing of communities by advocating for and delivering services which divert people away from the justice system.Our ethos is 'Understand the story. Support the change.'Founded in 1984 on the lived experience of Stan McCormack, the Australian Community Support Organisation (ACSO) has delivered services to help break the cycle of people repeatedly entering the justice system because they lack the support to make change.ACSO works with people at risk of entering or who have already entered the justice system. Our work supports, diverts or reintegrates people through a range of services including mental health, alcohol and other drug treatment, intensive residential support, housing and employment. These services span the entire justice continuum from prevention to rehabilitation.We are collaborators. We understand the linkages of issues and policies and work to connect across government and industry to evolve services, improve equitable access to services and strengthen the evidence base to prevent people from becoming entrenched in the justice system. This will lead to better outcomes for communities across Australia, our clients and government partners.To learn more about our work, visit out website.",1983,,"Cremorne, Victoria, Australia",,,Melbourne,,,"1 hoddle st, richmond, victoria, australia, 3121",3121,+61394137000,individual and family services,,,,"Clinical services (Alcohol, drugs, mental health),Disability (Cognitive impairment, ABI, Intellectual disability),Justice services (Offenders pre and post release),Residential services (Disability, mental health),Research and advocacy,Youth Justice",Self-employed,"https://twitter.com/acsoaustralia, https://www.facebook.com/ACSOAustralia/","mental health, employment services, drugs, research & advocacy, intellectual disability, abi, justice services, clinical services alcohol, disability cognitive impairment, residential services disability",4294000,"WordPress.org, Nginx, Mailchimp Mandrill, Google Font API, Wix, Varnish, Outlook, Mobile Friendly, MailChimp SPF, Hotjar, Google Tag Manager, Google Cloud Hosting, Facebook Login (Connect), DoubleClick",,,,,
Northern Territory PHN,https://www.linkedin.com/company/northern-territory-phn,https://www.linkedin.com/company/3322634,ntphn.org.au,"Northern Territory PHN commenced operating on 1 July 2015.Our vision is for a culturally safe, inclusive, person-centred and integrated health care system that helps Territorians thrive.As an independent not-for-profit Primary Health Network (PHN) funded by the Australian Government, our role is to:- commission primary and mental health services in the Northern Territory- coordinate health system integration- support local primary care and mental health service providers- attract, recruit and support the rural and remote health workforce.",2015,,"Woolner, Northern Territory, Australia",,,Darwin,,,"23 albatross st, winnellie, northern territory, australia, 0820",820,889821000,hospitals and health care,hospital and health care,,,"Commissioning,Rural Health Workforce,Recruitment,Retention,Training,Continued Professional Development",Self-employed,https://www.facebook.com/NorthernTerritoryPHN,"recruitment, training, retention, commissioning, continued professional development, rural health workforce",,"reCAPTCHA, YouTube, WordPress.org, Varnish, Salesforce, Pantheon, Outlook, Nginx, New Relic, Mobile Friendly, Microsoft Office 365, Hotjar, Google Tag Manager, Google Plus, Google Play, Google Font API, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Bootstrap Framework",,,,,
Nurse Next Door Home Care Services,https://www.linkedin.com/company/nurse-next-door-australia,https://www.linkedin.com/company/20278454,nursenextdoor.com.au,"With a core purpose of Making Lives Better, Nurse Next Door Home Care Services is passionate about making a difference in the lives of the people we care for.We are dedicated to delivering flexible, quality care options for our clients, Whether it's big things or little things, our extraordinary team of caregivers and nurses help you to stay safe and happy in your own home, on your own terms, because there is no place like home.From caregiving to 24/7 nursing, we can provide care as often or as little as needed to let you or your loved one live comfortably at home. Our philosophy of care is centred around positivity, possibility and purpose, empowering you to keep living your life to the fullest regardless of age or ability. To learn more visit our website or call our Care Services Team who are here for you 24/7.",2018,,"Hawthorn, Victoria, Australia",,,Hawthorn,,,,,+611300600247,hospitals and health care,hospital and health care,,,"Qualified Caregivers,Dementia & Alzheimer's Care,NDIS Disability Care,Respite Care,Aged Care,Palliative Care,In-home Nursing,Home Care,Caregiving,Personal Care",Self-employed,,"dementia, respite care, alzheimers care, qualified caregivers, ndis disability care, full spectrum home care",,,,,,,marketing@nursenextdoor.com.au
Achieve Australia,https://www.linkedin.com/company/achieve-australia,https://www.linkedin.com/company/1361192,achieveaustralia.org.au,"Achieve Australia is a for-purpose community organisation that has been providing accommodation and services to people with disability since 1952. We champion social inclusion, focusing on the individual needs and lives of the people we work with. Our services and supports include:  My Home – Accommodation services including Supported Independent Living, drop-in support and community access.  My Career – Development of work skills and facilitation of meaningful employment.  My Life – Skills building, community participation and the opportunity to pursue passions and hobbies. Achieve is an NDIS registered provider and delivers services in greater Sydney and the Northern Rivers region of New South Wales. Our commercial and social enterprises include AchievAble Enterprises packaging and assembly factory and our fabric and needlecraft store, The Sewing Basket. Both enterprises provide meaningful employment to people with disability and are open to business partnerships, volunteers and donations.",1952,,"Macquarie Park, New South Wales, Australia",,,North Ryde,,,,,+611300224438,individual and family services,,,,"Commercial Packaging and Business Solutions (ADE),Disability Services,NDIS,Support Coordination,Disability Accomodation,Supported Independent Living,Disability Support,Social Enterprise,Disability Employment,Needlecraft",Self-employed,"https://twitter.com/AchieveAus, https://www.facebook.com/AchieveAus","psychology, social enterprise, ndis, support coordination, disability support, disability employment, disability services, supported independent living, needlecraft, commercial packaging & business solutions, disability accomodation, finance coordination, behaviour support coordination, disability health services",,"YouTube, WordPress.org, Shutterstock, Sendgrid, Outlook, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Hubspot, Hotjar, Google Tag Manager, Google Font API, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences",,,,,
QML Pathology,https://www.linkedin.com/company/qml-pathology,https://www.linkedin.com/company/3617213,qml.com.au,"QML Pathology is one of Queensland and northern New South Wales leaders in medical diagnostic testing, providing a friendly and professional service to patients and the medical community for 90 years. To adequately cover this wide geographical area our network is supported by over 400 collection centres, 23 laboratories, 35 pathologists, and over 2000 staff, offering a comprehensive range of diagnostic pathology tests for more than 15,000 patients per day.",1922,,"Murarrie, Queensland, Australia",,,Murarrie,,,"metroplex on gateway, 11 riverview place, murarrie, queensland 4172, au",4172,+61733599622,hospitals and health care,"health, wellness and fitness",,,"Pathology,Medical diagnostic testing,Occupational testing,Veterinary pathology,Haematology,Biochemistry,Molecular genetics,Cytogenetics,Vaccines,Cytology,Endocrinology,Histology,Immunology,Microbiology",Self-employed,,"immunology, pathology, microbiology, vaccines, health & medical, endocrinology, biochemistry, medical centers, histology, haematology, molecular genetics, cytogenetics, cytology, occupational testing, veterinary pathology, medical diagnostic testing",15295000,"reCAPTCHA, WordPress.org, Nginx, Mobile Friendly, Microsoft Office 365, Marketo, MailChimp SPF, Gravity Forms, Google translate widget, Google translate API, Google Tag Manager, Google Maps, Google Font API, Google Analytics, DotNetNuke, ASP.NET",,,,,
The myHomecare Group Australia,https://www.linkedin.com/company/themyhomecaregroupau,https://www.linkedin.com/company/31131343,myhomecaregroup.com.au,"The myHomecare Group is a group of likeminded industry experts committed to helping every older Australian live better at home with the care and support they require to do the things that have become more difficult.In order to do this, our team searched the country, and handpicked the best Providers in Australia to join us. This way, we are able to cater to every older Australian.Regardless of where you live, where you are in your Home Care journey or how much support you require, we have a solution.With our guidance and support, you can relax. Our mission is for you to feel safe, happy, and comfortable in your home.",2020,,"Kariong, New South Wales, Australia",,,Erina,,,,,1300203903,hospitals and health care,hospital and health care,,,,Self-employed,"https://twitter.com/myHomecareau, https://www.facebook.com/myhomecareaus/",,,,,,,,
Vision Eye Institute,https://www.linkedin.com/company/vision-eye-institute,https://www.linkedin.com/company/3276500,visioneyeinstitute.com.au,"Vision Eye Institute is the largest private provider of ophthalmic services in Australia. With clinics and day surgeries across Victoria, New South Wales, South Australia and Queensland, we see more patients and perform more eye surgeries than any other ophthalmic group in Australia each year. Our dedicated team of doctors combines years of clinical expertise and a strong research program to deliver the best of care to patients. ",2001,,"Melbourne, Victoria, Australia",,,Melbourne,,,,,+61882390118,hospitals and health care,,,,"Laser eye surgery,Retinal conditions,Glaucoma ,General ophthalmology,Corneal conditions,Corneal transplant,Dry eye,Cataract surgery,Laser cataract surgery,Lens surgery,Oculoplastics,Neuro-ophthalmology,Oculoplastics,Keratoconus,Macular degeneration,Pterygium,Diabetic eye disease",Self-employed,"https://twitter.com/Eye_Institute, https://www.facebook.com/VisionEyeInstitute/",,,,,,,,
Merri Health,https://www.linkedin.com/company/merri-community-health-services,https://www.linkedin.com/company/412248,merrihealth.org.au,"Merri Health create healthy, connected communities through local health services for people at every age and stage of life. We are non-for-profit organisation and among the largest community health providers in Victoria, with services across north and west metropolitan Melbourne and regional Victoria in Ovens Murray.   Merri Health support people throughout life with a range of wraparound services including: > Support under the National Disability Insurance Scheme> Aged care> Carer support> Child and family services> Chronic disease management> Dental services> Disability services> Health and wellness> Mental health support> Support for young adults> Health initiatives",,,"Brunswick, Victoria, Australia",,,Brunswick,,,,,,hospitals and health care,,,,,Self-employed,,,,,,,,,
